,scenario,version,library,input,time,time in ms,# independent functions
32,natPar4.timing,sequential,lists,1000,7299.303127452731,7299.303127452731,4
33,natPar4.timing,sequential,lists,1000,7312.653133645654,7312.653133645654,4
34,natPar4.timing,sequential,lists,1000,7296.268362551928,7296.268362551928,4
35,natPar4.timing,sequential,lists,1000,7275.239771232009,7275.239771232009,4
36,natPar4.timing,sequential,lists,1000,7323.752544820309,7323.752544820309,4
37,natPar4.timing,sequential,lists,1000,7288.345452398062,7288.345452398062,4
38,natPar4.timing,sequential,lists,1000,7274.285316467285,7274.285316467285,4
39,natPar4.timing,sequential,lists,1000,7317.169515416026,7317.169515416026,4
40,natPar4.timing,sequential,list_sum,1,5.757218226790428,5.757218226790428,4
41,natPar4.timing,sequential,list_sum,1,5.698235705494881,5.698235705494881,4
42,natPar4.timing,sequential,list_sum,1,5.974316969513893,5.974316969513893,4
43,natPar4.timing,sequential,list_sum,1,5.96514530479908,5.96514530479908,4
44,natPar4.timing,sequential,list_sum,1,6.000783294439316,6.000783294439316,4
45,natPar4.timing,sequential,list_sum,1,6.046967580914497,6.046967580914497,4
46,natPar4.timing,sequential,list_sum,1,5.999607965350151,5.999607965350151,4
47,natPar4.timing,sequential,list_sum,1,5.972091108560562,5.972091108560562,4
48,natPar4.timing,sequential,list_sum,1,5.937378853559494,5.937378853559494,4
49,natPar4.timing,sequential,list_sum,1,5.676079541444778,5.676079541444778,4
50,natPar4.timing,sequential,list_sum,10,63.66016156971455,63.66016156971455,4
51,natPar4.timing,sequential,list_sum,10,63.59565630555153,63.59565630555153,4
52,natPar4.timing,sequential,list_sum,10,66.13077223300934,66.13077223300934,4
53,natPar4.timing,sequential,list_sum,10,67.0156218111515,67.0156218111515,4
54,natPar4.timing,sequential,list_sum,10,66.2163533270359,66.2163533270359,4
55,natPar4.timing,sequential,list_sum,10,66.01527333259583,66.01527333259583,4
56,natPar4.timing,sequential,list_sum,10,65.15409238636494,65.15409238636494,4
57,natPar4.timing,sequential,list_sum,10,66.12309440970421,66.12309440970421,4
58,natPar4.timing,sequential,list_sum,10,63.6450182646513,63.6450182646513,4
59,natPar4.timing,sequential,list_sum,10,63.57278861105442,63.57278861105442,4
60,natPar4.timing,sequential,list_sum,100,700.5755081772804,700.5755081772804,4
61,natPar4.timing,sequential,list_sum,100,653.7142805755138,653.7142805755138,4
62,natPar4.timing,sequential,list_sum,100,656.5707214176655,656.5707214176655,4
63,natPar4.timing,sequential,list_sum,100,664.0295386314392,664.0295386314392,4
64,natPar4.timing,sequential,list_sum,100,669.0303161740303,669.0303161740303,4
65,natPar4.timing,sequential,list_sum,100,651.9793160259724,651.9793160259724,4
66,natPar4.timing,sequential,list_sum,100,660.3153441101313,660.3153441101313,4
67,natPar4.timing,sequential,list_sum,100,654.3818209320307,654.3818209320307,4
68,natPar4.timing,sequential,list_sum,100,653.6613330245018,653.6613330245018,4
69,natPar4.timing,sequential,list_sum,100,652.4074338376522,652.4074338376522,4
70,natPar4.timing,sequential,list_sum,1000,7245.604069903493,7245.604069903493,4
71,natPar4.timing,sequential,list_sum,1000,7228.517195209861,7228.517195209861,4
72,natPar4.timing,sequential,list_sum,1000,7237.3720947653055,7237.3720947653055,4
73,natPar4.timing,sequential,list_sum,1000,7219.985768198967,7219.985768198967,4
74,natPar4.timing,sequential,list_sum,1000,7184.615239500999,7184.615239500999,4
75,natPar4.timing,sequential,list_sum,1000,7218.393353745341,7218.393353745341,4
76,natPar4.timing,sequential,list_sum,1000,7244.418196380138,7244.418196380138,4
77,natPar4.timing,sequential,list_sum,1000,7230.523455888033,7230.523455888033,4
78,natPar4.timing,sequential,list_sum,1000,7239.993914961815,7239.993914961815,4
79,natPar4.timing,sequential,list_sum,1000,7230.516016483307,7230.516016483307,4
80,natPar4.timing,sequential,list_io,1,14.1795314848423,14.1795314848423,4
81,natPar4.timing,sequential,list_io,1,5.590522661805153,5.590522661805153,4
82,natPar4.timing,sequential,list_io,1,5.655275657773018,5.655275657773018,4
83,natPar4.timing,sequential,list_io,1,5.5937618017196655,5.5937618017196655,4
84,natPar4.timing,sequential,list_io,1,5.5960603058338165,5.5960603058338165,4
85,natPar4.timing,sequential,list_io,1,5.717359483242035,5.717359483242035,4
86,natPar4.timing,sequential,list_io,1,5.600510165095329,5.600510165095329,4
87,natPar4.timing,sequential,list_io,1,5.58202899992466,5.58202899992466,4
88,natPar4.timing,sequential,list_io,1,5.684744566679001,5.684744566679001,4
89,natPar4.timing,sequential,list_io,1,5.601346492767334,5.601346492767334,4
90,natPar4.timing,sequential,list_io,10,75.46437345445156,75.46437345445156,4
91,natPar4.timing,sequential,list_io,10,79.13082279264927,79.13082279264927,4
92,natPar4.timing,sequential,list_io,10,56.8505059927702,56.8505059927702,4
93,natPar4.timing,sequential,list_io,10,57.00073949992657,57.00073949992657,4
94,natPar4.timing,sequential,list_io,10,57.4499610811472,57.4499610811472,4
95,natPar4.timing,sequential,list_io,10,56.86870403587818,56.86870403587818,4
96,natPar4.timing,sequential,list_io,10,57.13707767426968,57.13707767426968,4
97,natPar4.timing,sequential,list_io,10,56.734632700681686,56.734632700681686,4
98,natPar4.timing,sequential,list_io,10,57.27603100240231,57.27603100240231,4
99,natPar4.timing,sequential,list_io,10,56.66377209126949,56.66377209126949,4
100,natPar4.timing,sequential,list_io,100,554.2426146566868,554.2426146566868,4
101,natPar4.timing,sequential,list_io,100,551.1719286441803,551.1719286441803,4
102,natPar4.timing,sequential,list_io,100,552.0598366856575,552.0598366856575,4
103,natPar4.timing,sequential,list_io,100,552.1468464285135,552.1468464285135,4
104,natPar4.timing,sequential,list_io,100,552.7265463024378,552.7265463024378,4
105,natPar4.timing,sequential,list_io,100,553.4493736922741,553.4493736922741,4
106,natPar4.timing,sequential,list_io,100,555.9065565466881,555.9065565466881,4
107,natPar4.timing,sequential,list_io,100,553.2902367413044,553.2902367413044,4
108,natPar4.timing,sequential,list_io,100,552.9833734035492,552.9833734035492,4
109,natPar4.timing,sequential,list_io,100,607.6642218977213,607.6642218977213,4
110,natPar4.timing,sequential,list_io,1000,5475.464822724462,5475.464822724462,4
111,natPar4.timing,sequential,list_io,1000,5555.88062107563,5555.88062107563,4
112,natPar4.timing,sequential,list_io,1000,5462.259916588664,5462.259916588664,4
113,natPar4.timing,sequential,list_io,1000,5510.614633560181,5510.614633560181,4
114,natPar4.timing,sequential,list_io,1000,5503.442175686359,5503.442175686359,4
115,natPar4.timing,sequential,list_io,1000,5475.3487799316645,5475.3487799316645,4
116,natPar4.timing,sequential,list_io,1000,5506.240639835596,5506.240639835596,4
117,natPar4.timing,sequential,list_io,1000,5500.933552160859,5500.933552160859,4
118,natPar4.timing,sequential,list_io,1000,5464.392142370343,5464.392142370343,4
119,natPar4.timing,sequential,list_io,1000,5507.34081864357,5507.34081864357,4
120,natPar4.timing,sequential,pass,1,0.0117085874080657,0.0117085874080657,4
121,natPar4.timing,sequential,pass,1,0.0032596290111541,0.0032596290111541,4
122,natPar4.timing,sequential,pass,1,0.0025350600481033,0.0025350600481033,4
123,natPar4.timing,sequential,pass,1,0.002339482307434,0.002339482307434,4
124,natPar4.timing,sequential,pass,1,0.0022649765014648,0.0022649765014648,4
125,natPar4.timing,sequential,pass,1,0.0025201588869094,0.0025201588869094,4
126,natPar4.timing,sequential,pass,1,0.0022593885660171,0.0022593885660171,4
127,natPar4.timing,sequential,pass,1,0.0023357570171356,0.0023357570171356,4
128,natPar4.timing,sequential,pass,1,0.0023357570171356,0.0023357570171356,4
129,natPar4.timing,sequential,pass,1,0.002218410372734,0.002218410372734,4
130,natPar4.timing,sequential,pass,10,0.0044032931327819,0.0044032931327819,4
131,natPar4.timing,sequential,pass,10,0.002412125468254,0.002412125468254,4
132,natPar4.timing,sequential,pass,10,0.0024214386940002,0.0024214386940002,4
133,natPar4.timing,sequential,pass,10,0.0025574117898941,0.0025574117898941,4
134,natPar4.timing,sequential,pass,10,0.0025853514671325,0.0025853514671325,4
135,natPar4.timing,sequential,pass,10,0.0022631138563156,0.0022631138563156,4
136,natPar4.timing,sequential,pass,10,0.0022165477275848,0.0022165477275848,4
137,natPar4.timing,sequential,pass,10,0.0022742897272109,0.0022742897272109,4
138,natPar4.timing,sequential,pass,10,0.0022556632757186,0.0022556632757186,4
139,natPar4.timing,sequential,pass,10,0.0022388994693756,0.0022388994693756,4
140,natPar4.timing,sequential,pass,100,0.0042691826820373,0.0042691826820373,4
141,natPar4.timing,sequential,pass,100,0.0023562461137771,0.0023562461137771,4
142,natPar4.timing,sequential,pass,100,0.0024382025003433,0.0024382025003433,4
143,natPar4.timing,sequential,pass,100,0.0022090971469879,0.0022090971469879,4
144,natPar4.timing,sequential,pass,100,0.0021662563085556,0.0021662563085556,4
145,natPar4.timing,sequential,pass,100,0.0023320317268371,0.0023320317268371,4
146,natPar4.timing,sequential,pass,100,0.0025015324354171,0.0025015324354171,4
147,natPar4.timing,sequential,pass,100,0.0022314488887786,0.0022314488887786,4
148,natPar4.timing,sequential,pass,100,0.0022705644369125,0.0022705644369125,4
149,natPar4.timing,sequential,pass,100,0.0024829059839248,0.0024829059839248,4
150,natPar4.timing,sequential,pass,1000,0.0041108578443527,0.0041108578443527,4
151,natPar4.timing,sequential,pass,1000,0.002492219209671,0.002492219209671,4
152,natPar4.timing,sequential,pass,1000,0.002298504114151,0.002298504114151,4
153,natPar4.timing,sequential,pass,1000,0.0022649765014648,0.0022649765014648,4
154,natPar4.timing,sequential,pass,1000,0.0022724270820617,0.0022724270820617,4
155,natPar4.timing,sequential,pass,1000,0.0022687017917633,0.0022687017917633,4
156,natPar4.timing,sequential,pass,1000,0.0022538006305694,0.0022538006305694,4
157,natPar4.timing,sequential,pass,1000,0.0022929161787033,0.0022929161787033,4
158,natPar4.timing,sequential,pass,1000,0.0021886080503463,0.0021886080503463,4
159,natPar4.timing,sequential,pass,1000,0.0023692846298217,0.0023692846298217,4
160,natPar4.timing,compiled,lists,1,24.136988446116447,24.136988446116447,4
161,natPar4.timing,compiled,lists,1,18.283607438206676,18.283607438206676,4
162,natPar4.timing,compiled,lists,1,21.25963196158409,21.25963196158409,4
163,natPar4.timing,compiled,lists,1,16.957009211182594,16.957009211182594,4
164,natPar4.timing,compiled,lists,1,19.852498546242717,19.852498546242717,4
165,natPar4.timing,compiled,lists,1,21.253354847431183,21.253354847431183,4
166,natPar4.timing,compiled,lists,1,13.815473765134811,13.815473765134811,4
167,natPar4.timing,compiled,lists,1,17.52009056508541,17.52009056508541,4
168,natPar4.timing,compiled,lists,1,21.76070585846901,21.76070585846901,4
169,natPar4.timing,compiled,lists,1,22.811777889728543,22.811777889728543,4
170,natPar4.timing,compiled,lists,10,48.95895719528198,48.95895719528198,4
171,natPar4.timing,compiled,lists,10,41.7923666536808,41.7923666536808,4
172,natPar4.timing,compiled,lists,10,41.12884402275085,41.12884402275085,4
173,natPar4.timing,compiled,lists,10,46.3001299649477,46.3001299649477,4
174,natPar4.timing,compiled,lists,10,37.95604407787323,37.95604407787323,4
175,natPar4.timing,compiled,lists,10,40.17614386975765,40.17614386975765,4
176,natPar4.timing,compiled,lists,10,48.90890792012215,48.90890792012215,4
177,natPar4.timing,compiled,lists,10,39.48300704360008,39.48300704360008,4
178,natPar4.timing,compiled,lists,10,42.25564934313297,42.25564934313297,4
179,natPar4.timing,compiled,lists,10,40.81236943602562,40.81236943602562,4
180,natPar4.timing,compiled,lists,100,276.9488003104925,276.9488003104925,4
181,natPar4.timing,compiled,lists,100,318.2483799755573,318.2483799755573,4
182,natPar4.timing,compiled,lists,100,235.8127199113369,235.8127199113369,4
183,natPar4.timing,compiled,lists,100,236.65516264736647,236.65516264736647,4
184,natPar4.timing,compiled,lists,100,341.539753600955,341.539753600955,4
185,natPar4.timing,compiled,lists,100,288.2551793009043,288.2551793009043,4
186,natPar4.timing,compiled,lists,100,407.2252549231053,407.2252549231053,4
187,natPar4.timing,compiled,lists,100,243.80286410450933,243.80286410450933,4
188,natPar4.timing,compiled,lists,100,237.6459315419197,237.6459315419197,4
189,natPar4.timing,compiled,lists,100,239.2781097441912,239.2781097441912,4
190,natPar4.timing,compiled,lists,1000,2449.9221108853817,2449.9221108853817,4
191,natPar4.timing,compiled,lists,1000,2430.453112348914,2430.453112348914,4
192,natPar4.timing,compiled,lists,1000,2460.404360666871,2460.404360666871,4
193,natPar4.timing,compiled,lists,1000,2473.9646203815937,2473.9646203815937,4
194,natPar4.timing,compiled,lists,1000,2384.5010343939066,2384.5010343939066,4
195,natPar4.timing,compiled,lists,1000,2364.22223970294,2364.22223970294,4
196,natPar4.timing,compiled,lists,1000,2304.318817332387,2304.318817332387,4
197,natPar4.timing,compiled,lists,1000,2449.187280610204,2449.187280610204,4
198,natPar4.timing,compiled,lists,1000,2420.309429988265,2420.309429988265,4
199,natPar4.timing,compiled,lists,1000,2606.7156586796045,2606.7156586796045,4
200,natPar4.timing,compiled,list_sum,1,20.66061645746231,20.66061645746231,4
201,natPar4.timing,compiled,list_sum,1,16.709189862012863,16.709189862012863,4
202,natPar4.timing,compiled,list_sum,1,17.420828342437744,17.420828342437744,4
203,natPar4.timing,compiled,list_sum,1,16.59095659852028,16.59095659852028,4
204,natPar4.timing,compiled,list_sum,1,16.21837355196476,16.21837355196476,4
205,natPar4.timing,compiled,list_sum,1,15.988560393452644,15.988560393452644,4
206,natPar4.timing,compiled,list_sum,1,14.63252492249012,14.63252492249012,4
207,natPar4.timing,compiled,list_sum,1,18.813151866197583,18.813151866197583,4
208,natPar4.timing,compiled,list_sum,1,18.7661312520504,18.7661312520504,4
209,natPar4.timing,compiled,list_sum,1,19.188018515706062,19.188018515706062,4
210,natPar4.timing,compiled,list_sum,10,36.5311186760664,36.5311186760664,4
211,natPar4.timing,compiled,list_sum,10,34.34037044644356,34.34037044644356,4
212,natPar4.timing,compiled,list_sum,10,34.31404009461403,34.31404009461403,4
213,natPar4.timing,compiled,list_sum,10,39.12309184670448,39.12309184670448,4
214,natPar4.timing,compiled,list_sum,10,34.08898040652275,34.08898040652275,4
215,natPar4.timing,compiled,list_sum,10,35.66192463040352,35.66192463040352,4
216,natPar4.timing,compiled,list_sum,10,39.99157622456551,39.99157622456551,4
217,natPar4.timing,compiled,list_sum,10,36.67430393397808,36.67430393397808,4
218,natPar4.timing,compiled,list_sum,10,36.81412152945995,36.81412152945995,4
219,natPar4.timing,compiled,list_sum,10,36.162273958325386,36.162273958325386,4
220,natPar4.timing,compiled,list_sum,100,211.7022592574358,211.7022592574358,4
221,natPar4.timing,compiled,list_sum,100,297.7021224796772,297.7021224796772,4
222,natPar4.timing,compiled,list_sum,100,217.95595064759252,217.95595064759252,4
223,natPar4.timing,compiled,list_sum,100,373.3081091195345,373.3081091195345,4
224,natPar4.timing,compiled,list_sum,100,281.63944743573666,281.63944743573666,4
225,natPar4.timing,compiled,list_sum,100,227.01825946569443,227.01825946569443,4
226,natPar4.timing,compiled,list_sum,100,268.19403283298016,268.19403283298016,4
227,natPar4.timing,compiled,list_sum,100,230.16392067074776,230.16392067074776,4
228,natPar4.timing,compiled,list_sum,100,277.91477739810944,277.91477739810944,4
229,natPar4.timing,compiled,list_sum,100,217.89856255054477,217.89856255054477,4
230,natPar4.timing,compiled,list_sum,1000,2145.95328271389,2145.95328271389,4
231,natPar4.timing,compiled,list_sum,1000,2004.5653004199264,2004.5653004199264,4
232,natPar4.timing,compiled,list_sum,1000,1973.2596166431904,1973.2596166431904,4
233,natPar4.timing,compiled,list_sum,1000,2341.88174828887,2341.88174828887,4
234,natPar4.timing,compiled,list_sum,1000,2249.385755509138,2249.385755509138,4
235,natPar4.timing,compiled,list_sum,1000,2191.8332520872355,2191.8332520872355,4
236,natPar4.timing,compiled,list_sum,1000,1955.4905127733944,1955.4905127733944,4
237,natPar4.timing,compiled,list_sum,1000,2206.066571176052,2206.066571176052,4
238,natPar4.timing,compiled,list_sum,1000,2021.126976236701,2021.126976236701,4
239,natPar4.timing,compiled,list_sum,1000,2009.0911723673344,2009.0911723673344,4
240,natPar4.timing,compiled,list_io,1,14.354363083839417,14.354363083839417,4
241,natPar4.timing,compiled,list_io,1,19.67446878552437,19.67446878552437,4
242,natPar4.timing,compiled,list_io,1,18.57462339103222,18.57462339103222,4
243,natPar4.timing,compiled,list_io,1,19.88827995955944,19.88827995955944,4
244,natPar4.timing,compiled,list_io,1,14.762373641133308,14.762373641133308,4
245,natPar4.timing,compiled,list_io,1,15.462499111890793,15.462499111890793,4
246,natPar4.timing,compiled,list_io,1,23.49863387644291,23.49863387644291,4
247,natPar4.timing,compiled,list_io,1,22.50005304813385,22.50005304813385,4
248,natPar4.timing,compiled,list_io,1,23.448804393410683,23.448804393410683,4
249,natPar4.timing,compiled,list_io,1,20.33118717372417,20.33118717372417,4
250,natPar4.timing,compiled,list_io,10,33.19930285215378,33.19930285215378,4
251,natPar4.timing,compiled,list_io,10,30.432697385549545,30.432697385549545,4
252,natPar4.timing,compiled,list_io,10,29.292570427060127,29.292570427060127,4
253,natPar4.timing,compiled,list_io,10,29.630137607455254,29.630137607455254,4
254,natPar4.timing,compiled,list_io,10,32.51626528799534,32.51626528799534,4
255,natPar4.timing,compiled,list_io,10,31.80142492055893,31.80142492055893,4
256,natPar4.timing,compiled,list_io,10,34.43877212703228,34.43877212703228,4
257,natPar4.timing,compiled,list_io,10,35.748399794101715,35.748399794101715,4
258,natPar4.timing,compiled,list_io,10,34.13743898272514,34.13743898272514,4
259,natPar4.timing,compiled,list_io,10,36.34573519229889,36.34573519229889,4
260,natPar4.timing,compiled,list_io,100,282.8982062637806,282.8982062637806,4
261,natPar4.timing,compiled,list_io,100,191.98119454085827,191.98119454085827,4
262,natPar4.timing,compiled,list_io,100,299.29266311228275,299.29266311228275,4
263,natPar4.timing,compiled,list_io,100,189.8936051875353,189.8936051875353,4
264,natPar4.timing,compiled,list_io,100,261.4350765943527,261.4350765943527,4
265,natPar4.timing,compiled,list_io,100,241.5960319340229,241.5960319340229,4
266,natPar4.timing,compiled,list_io,100,275.3081899136305,275.3081899136305,4
267,natPar4.timing,compiled,list_io,100,259.28447768092155,259.28447768092155,4
268,natPar4.timing,compiled,list_io,100,276.74977108836174,276.74977108836174,4
269,natPar4.timing,compiled,list_io,100,192.8624622523785,192.8624622523785,4
270,natPar4.timing,compiled,list_io,1000,1722.6982712745669,1722.6982712745669,4
271,natPar4.timing,compiled,list_io,1000,1720.0019545853138,1720.0019545853138,4
272,natPar4.timing,compiled,list_io,1000,1725.5669739097357,1725.5669739097357,4
273,natPar4.timing,compiled,list_io,1000,1523.1570675969124,1523.1570675969124,4
274,natPar4.timing,compiled,list_io,1000,1491.0041149705648,1491.0041149705648,4
275,natPar4.timing,compiled,list_io,1000,1483.308495953679,1483.308495953679,4
276,natPar4.timing,compiled,list_io,1000,1464.0621338039637,1464.0621338039637,4
277,natPar4.timing,compiled,list_io,1000,1717.5419703125954,1717.5419703125954,4
278,natPar4.timing,compiled,list_io,1000,1502.8162617236376,1502.8162617236376,4
279,natPar4.timing,compiled,list_io,1000,1733.1555224955082,1733.1555224955082,4
280,natPar4.timing,compiled,pass,1,16.430607065558434,16.430607065558434,4
281,natPar4.timing,compiled,pass,1,12.583419680595398,12.583419680595398,4
282,natPar4.timing,compiled,pass,1,13.84347677230835,13.84347677230835,4
283,natPar4.timing,compiled,pass,1,16.785282641649246,16.785282641649246,4
284,natPar4.timing,compiled,pass,1,13.955151662230492,13.955151662230492,4
285,natPar4.timing,compiled,pass,1,22.413676604628563,22.413676604628563,4
286,natPar4.timing,compiled,pass,1,19.584616646170616,19.584616646170616,4
287,natPar4.timing,compiled,pass,1,18.44772696495056,18.44772696495056,4
288,natPar4.timing,compiled,pass,1,17.36418716609478,17.36418716609478,4
289,natPar4.timing,compiled,pass,1,13.724781572818756,13.724781572818756,4
290,natPar4.timing,compiled,pass,10,20.92228084802628,20.92228084802628,4
291,natPar4.timing,compiled,pass,10,15.202855691313744,15.202855691313744,4
292,natPar4.timing,compiled,pass,10,22.572919726371765,22.572919726371765,4
293,natPar4.timing,compiled,pass,10,19.322268664836884,19.322268664836884,4
294,natPar4.timing,compiled,pass,10,21.36744186282158,21.36744186282158,4
295,natPar4.timing,compiled,pass,10,14.751574024558067,14.751574024558067,4
296,natPar4.timing,compiled,pass,10,18.987758085131645,18.987758085131645,4
297,natPar4.timing,compiled,pass,10,14.208979904651642,14.208979904651642,4
298,natPar4.timing,compiled,pass,10,20.457414910197254,20.457414910197254,4
299,natPar4.timing,compiled,pass,10,18.00365187227726,18.00365187227726,4
300,natPar4.timing,compiled,pass,100,21.43876813352108,21.43876813352108,4
301,natPar4.timing,compiled,pass,100,13.227583840489388,13.227583840489388,4
302,natPar4.timing,compiled,pass,100,18.53973977267742,18.53973977267742,4
303,natPar4.timing,compiled,pass,100,16.147136688232422,16.147136688232422,4
304,natPar4.timing,compiled,pass,100,18.62295903265476,18.62295903265476,4
305,natPar4.timing,compiled,pass,100,18.102388828992844,18.102388828992844,4
306,natPar4.timing,compiled,pass,100,15.301072970032692,15.301072970032692,4
307,natPar4.timing,compiled,pass,100,19.631050527095795,19.631050527095795,4
308,natPar4.timing,compiled,pass,100,15.32491110265255,15.32491110265255,4
309,natPar4.timing,compiled,pass,100,18.55369471013546,18.55369471013546,4
310,natPar4.timing,compiled,pass,1000,19.62145790457725,19.62145790457725,4
311,natPar4.timing,compiled,pass,1000,17.58686825633049,17.58686825633049,4
312,natPar4.timing,compiled,pass,1000,15.77996462583542,15.77996462583542,4
313,natPar4.timing,compiled,pass,1000,19.56230029463768,19.56230029463768,4
314,natPar4.timing,compiled,pass,1000,15.345364809036257,15.345364809036257,4
315,natPar4.timing,compiled,pass,1000,23.124177008867264,23.124177008867264,4
316,natPar4.timing,compiled,pass,1000,19.42891627550125,19.42891627550125,4
317,natPar4.timing,compiled,pass,1000,22.885428741574287,22.885428741574287,4
318,natPar4.timing,compiled,pass,1000,20.018845796585083,20.018845796585083,4
319,natPar4.timing,compiled,pass,1000,15.45620709657669,15.45620709657669,4
320,natPar4.timing,threaded,lists,1,16.92374423146248,16.92374423146248,4
321,natPar4.timing,threaded,lists,1,16.25804416835308,16.25804416835308,4
322,natPar4.timing,threaded,lists,1,15.857035294175148,15.857035294175148,4
323,natPar4.timing,threaded,lists,1,16.342520713806152,16.342520713806152,4
324,natPar4.timing,threaded,lists,1,15.804091468453407,15.804091468453407,4
325,natPar4.timing,threaded,lists,1,16.2353552877903,16.2353552877903,4
326,natPar4.timing,threaded,lists,1,13.494867831468582,13.494867831468582,4
327,natPar4.timing,threaded,lists,1,15.820609405636787,15.820609405636787,4
328,natPar4.timing,threaded,lists,1,16.07268862426281,16.07268862426281,4
329,natPar4.timing,threaded,lists,1,15.994548797607422,15.994548797607422,4
330,natPar4.timing,threaded,lists,10,122.31943383812904,122.31943383812904,4
331,natPar4.timing,threaded,lists,10,135.32457500696182,135.32457500696182,4
332,natPar4.timing,threaded,lists,10,130.19467145204544,130.19467145204544,4
333,natPar4.timing,threaded,lists,10,118.61547455191612,118.61547455191612,4
334,natPar4.timing,threaded,lists,10,115.18602259457111,115.18602259457111,4
335,natPar4.timing,threaded,lists,10,124.68160316348076,124.68160316348076,4
336,natPar4.timing,threaded,lists,10,124.99161064624786,124.99161064624786,4
337,natPar4.timing,threaded,lists,10,127.77654081583024,127.77654081583024,4
338,natPar4.timing,threaded,lists,10,125.82412548363207,125.82412548363207,4
339,natPar4.timing,threaded,lists,10,111.0621839761734,111.0621839761734,4
340,natPar4.timing,threaded,lists,100,1175.2485558390615,1175.2485558390615,4
341,natPar4.timing,threaded,lists,100,1164.3361635506153,1164.3361635506153,4
342,natPar4.timing,threaded,lists,100,1099.336318671703,1099.336318671703,4
343,natPar4.timing,threaded,lists,100,1160.866679623723,1160.866679623723,4
344,natPar4.timing,threaded,lists,100,1206.452572718263,1206.452572718263,4
345,natPar4.timing,threaded,lists,100,1107.1351040154696,1107.1351040154696,4
346,natPar4.timing,threaded,lists,100,1137.83223554492,1137.83223554492,4
347,natPar4.timing,threaded,lists,100,1134.5913875848055,1134.5913875848055,4
348,natPar4.timing,threaded,lists,100,1145.6263456493616,1145.6263456493616,4
349,natPar4.timing,threaded,lists,100,1144.6208227425814,1144.6208227425814,4
350,natPar4.timing,threaded,lists,1000,11817.064326256514,11817.064326256514,4
351,natPar4.timing,threaded,lists,1000,11773.610044270754,11773.610044270754,4
352,natPar4.timing,threaded,lists,1000,11888.1455399096,11888.1455399096,4
353,natPar4.timing,threaded,lists,1000,12256.98061659932,12256.98061659932,4
354,natPar4.timing,threaded,lists,1000,12107.350960373878,12107.350960373878,4
355,natPar4.timing,threaded,lists,1000,11942.726001143456,11942.726001143456,4
356,natPar4.timing,threaded,lists,1000,11919.392684474587,11919.392684474587,4
357,natPar4.timing,threaded,lists,1000,11938.890669494867,11938.890669494867,4
358,natPar4.timing,threaded,lists,1000,11901.341397315264,11901.341397315264,4
359,natPar4.timing,threaded,lists,1000,12029.01926636696,12029.01926636696,4
360,natPar4.timing,threaded,list_sum,1,327.8201185166836,327.8201185166836,4
361,natPar4.timing,threaded,list_sum,1,15.722330659627914,15.722330659627914,4
362,natPar4.timing,threaded,list_sum,1,15.614600852131844,15.614600852131844,4
363,natPar4.timing,threaded,list_sum,1,16.07259176671505,16.07259176671505,4
