,scenario,version,modified function,value,input,time,# loops,time in ms
57,branching,sequential,check relation,2,10,155.20697459578514,10,155.20697459578514
58,branching,sequential,check relation,2,10,154.39107082784176,10,154.39107082784176
59,branching,sequential,check relation,2,10,154.02750484645367,10,154.02750484645367
60,branching,sequential,check relation,2,100,1593.6530996114016,100,1593.6530996114016
61,branching,sequential,check relation,2,100,1546.556664630771,100,1546.556664630771
62,branching,sequential,check relation,2,100,1549.469480291009,100,1549.469480291009
63,branching,sequential,check relation,2,100,1551.2559339404106,100,1551.2559339404106
64,branching,sequential,check relation,2,100,1546.6012842953205,100,1546.6012842953205
65,branching,sequential,check relation,2,100,1594.9141774326563,100,1594.9141774326563
66,branching,sequential,check relation,2,100,1554.9692511558533,100,1554.9692511558533
67,branching,sequential,check relation,2,100,1545.2006850391626,100,1545.2006850391626
68,branching,sequential,check relation,2,100,1544.9577569961548,100,1544.9577569961548
69,branching,sequential,check relation,2,100,1543.4011183679104,100,1543.4011183679104
70,branching,sequential,check relation,2,100,1549.9951988458631,100,1549.9951988458631
71,branching,sequential,check relation,2,100,1594.618646427989,100,1594.618646427989
72,branching,sequential,check relation,2,100,1548.7577840685844,100,1548.7577840685844
73,branching,sequential,check relation,2,100,1548.4399124979973,100,1548.4399124979973
74,branching,sequential,check relation,2,100,1545.9890086203814,100,1545.9890086203814
75,branching,sequential,check relation,2,100,1555.154100060463,100,1555.154100060463
76,branching,sequential,check relation,2,100,1721.9443637877705,100,1721.9443637877705
77,branching,sequential,check relation,2,100,1691.989162936807,100,1691.989162936807
78,branching,sequential,check relation,2,100,1548.2593439519403,100,1548.2593439519403
79,branching,sequential,check relation,2,100,1547.6241149008274,100,1547.6241149008274
80,branching,sequential,check relation,2,100,1549.206139519811,100,1549.206139519811
81,branching,sequential,check relation,2,100,1548.8763507455587,100,1548.8763507455587
82,branching,sequential,check relation,2,100,1600.7860656827688,100,1600.7860656827688
83,branching,sequential,check relation,2,100,1551.6722463071346,100,1551.6722463071346
84,branching,sequential,check relation,2,100,1547.7256383746862,100,1547.7256383746862
85,branching,sequential,check relation,2,100,1549.6522039175034,100,1549.6522039175034
86,branching,sequential,check relation,2,100,1548.762708902359,100,1548.762708902359
87,branching,sequential,check relation,2,100,1593.0390395224094,100,1593.0390395224094
88,branching,sequential,check relation,2,100,1548.3568292111158,100,1548.3568292111158
89,branching,sequential,check relation,2,100,1550.789711996913,100,1550.789711996913
90,branching,sequential,check relation,2,500,7813.412087038159,500,7813.412087038159
91,branching,sequential,check relation,2,500,7814.245272427797,500,7814.245272427797
92,branching,sequential,check relation,2,500,7778.732383623719,500,7778.732383623719
93,branching,sequential,check relation,2,500,7771.691732108593,500,7771.691732108593
94,branching,sequential,check relation,2,500,7768.797868862748,500,7768.797868862748
95,branching,sequential,check relation,2,500,7752.241007983684,500,7752.241007983684
96,branching,sequential,check relation,2,500,7783.8232181966305,500,7783.8232181966305
97,branching,sequential,check relation,2,500,7812.343580648303,500,7812.343580648303
98,branching,sequential,check relation,2,500,8072.353284806013,500,8072.353284806013
99,branching,sequential,check relation,2,500,7813.67002427578,500,7813.67002427578
100,branching,sequential,check relation,2,500,8049.448685720563,500,8049.448685720563
101,branching,sequential,check relation,2,500,7784.128943458199,500,7784.128943458199
102,branching,sequential,check relation,2,500,7778.556445613503,500,7778.556445613503
103,branching,sequential,check relation,2,500,7774.2905877530575,500,7774.2905877530575
104,branching,sequential,check relation,2,500,8923.856418579817,500,8923.856418579817
105,branching,sequential,check relation,2,500,7782.196886837482,500,7782.196886837482
106,branching,sequential,check relation,2,500,7768.860723823309,500,7768.860723823309
107,branching,sequential,check relation,2,500,7791.707033291459,500,7791.707033291459
108,branching,sequential,check relation,2,500,7796.598440036178,500,7796.598440036178
109,branching,sequential,check relation,2,500,7731.543755158782,500,7731.543755158782
110,branching,sequential,check relation,2,500,7798.210620880127,500,7798.210620880127
111,branching,sequential,check relation,2,500,7794.03567686677,500,7794.03567686677
112,branching,sequential,check relation,2,500,7798.107523471117,500,7798.107523471117
113,branching,sequential,check relation,2,500,8048.663284629583,500,8048.663284629583
114,branching,sequential,check relation,2,500,7821.8975849449635,500,7821.8975849449635
115,branching,sequential,check relation,2,500,7803.618974983692,500,7803.618974983692
116,branching,sequential,check relation,2,500,7779.288260266185,500,7779.288260266185
117,branching,sequential,check relation,2,500,8023.222878575325,500,8023.222878575325
118,branching,sequential,check relation,2,500,7788.012882694602,500,7788.012882694602
119,branching,sequential,check relation,2,500,7787.147771567106,500,7787.147771567106
120,branching,sequential,check relation,2,1000,15528.382258489728,1000,15528.382258489728
121,branching,sequential,check relation,2,1000,15591.894688084722,1000,15591.894688084722
122,branching,sequential,check relation,2,1000,15579.9461863935,1000,15579.9461863935
123,branching,sequential,check relation,2,1000,15610.051453113556,1000,15610.051453113556
124,branching,sequential,check relation,2,1000,15639.838211238384,1000,15639.838211238384
125,branching,sequential,check relation,2,1000,15583.780236542225,1000,15583.780236542225
126,branching,sequential,check relation,2,1000,15823.07743281126,1000,15823.07743281126
127,branching,sequential,check relation,2,1000,15596.811721101403,1000,15596.811721101403
128,branching,sequential,check relation,2,1000,15831.794887781143,1000,15831.794887781143
129,branching,sequential,check relation,2,1000,15599.666284397244,1000,15599.666284397244
130,branching,sequential,check relation,2,1000,15623.025599867104,1000,15623.025599867104
131,branching,sequential,check relation,2,1000,15645.650066435335,1000,15645.650066435335
132,branching,sequential,check relation,2,1000,15588.35536427796,1000,15588.35536427796
133,branching,sequential,check relation,2,1000,15565.446682274342,1000,15565.446682274342
134,branching,sequential,check relation,2,1000,15854.86001521349,1000,15854.86001521349
135,branching,sequential,check relation,2,1000,15625.898722559214,1000,15625.898722559214
136,branching,sequential,check relation,2,1000,15927.854776382446,1000,15927.854776382446
137,branching,sequential,check relation,2,1000,15832.309132441878,1000,15832.309132441878
138,branching,sequential,check relation,2,1000,15580.11413924396,1000,15580.11413924396
139,branching,sequential,check relation,2,1000,15566.47950038314,1000,15566.47950038314
140,branching,sequential,check relation,2,1000,15579.05967719853,1000,15579.05967719853
141,branching,sequential,check relation,2,1000,15571.435749530792,1000,15571.435749530792
142,branching,sequential,check relation,2,1000,15594.830941408873,1000,15594.830941408873
143,branching,sequential,check relation,2,1000,15853.490939363835,1000,15853.490939363835
144,branching,sequential,check relation,2,1000,15559.447307139637,1000,15559.447307139637
145,branching,sequential,check relation,2,1000,15594.654539600017,1000,15594.654539600017
146,branching,sequential,check relation,2,1000,15582.97192119062,1000,15582.97192119062
147,branching,sequential,check relation,2,1000,15593.50805170834,1000,15593.50805170834
148,branching,sequential,check relation,2,1000,15558.107610791922,1000,15558.107610791922
149,branching,sequential,check relation,2,1000,15580.76356165111,1000,15580.76356165111
150,branching,sequential,branch time relation,2,1,7.730899378657341,1,7.730899378657341
151,branching,sequential,branch time relation,2,1,7.502663880586624,1,7.502663880586624
152,branching,sequential,branch time relation,2,1,7.552808150649071,1,7.552808150649071
153,branching,sequential,branch time relation,2,1,7.482839748263359,1,7.482839748263359
154,branching,sequential,branch time relation,2,1,7.472369819879532,1,7.472369819879532
155,branching,sequential,branch time relation,2,1,7.559025660157204,1,7.559025660157204
156,branching,sequential,branch time relation,2,1,7.45459645986557,1,7.45459645986557
157,branching,sequential,branch time relation,2,1,7.532443851232529,1,7.532443851232529
158,branching,sequential,branch time relation,2,1,7.451174780726433,1,7.451174780726433
159,branching,sequential,branch time relation,2,1,7.452854886651039,1,7.452854886651039
160,branching,sequential,branch time relation,2,1,7.700251415371895,1,7.700251415371895
161,branching,sequential,branch time relation,2,1,7.702270522713661,1,7.702270522713661
162,branching,sequential,branch time relation,2,1,7.749596610665321,1,7.749596610665321
163,branching,sequential,branch time relation,2,1,7.887180894613266,1,7.887180894613266
164,branching,sequential,branch time relation,2,1,7.489768788218498,1,7.489768788218498
165,branching,sequential,branch time relation,2,1,7.495667785406113,1,7.495667785406113
166,branching,sequential,branch time relation,2,1,7.4793510138988495,1,7.4793510138988495
167,branching,sequential,branch time relation,2,1,7.533153519034386,1,7.533153519034386
168,branching,sequential,branch time relation,2,1,7.45670311152935,1,7.45670311152935
169,branching,sequential,branch time relation,2,1,7.56063312292099,1,7.56063312292099
170,branching,sequential,branch time relation,2,1,7.471771910786629,1,7.471771910786629
171,branching,sequential,branch time relation,2,1,7.464464753866196,1,7.464464753866196
172,branching,sequential,branch time relation,2,1,7.537508383393288,1,7.537508383393288
173,branching,sequential,branch time relation,2,1,7.471125572919846,1,7.471125572919846
174,branching,sequential,branch time relation,2,1,7.616208866238594,1,7.616208866238594
175,branching,sequential,branch time relation,2,1,7.694162428379059,1,7.694162428379059
176,branching,sequential,branch time relation,2,1,7.702494040131569,1,7.702494040131569
177,branching,sequential,branch time relation,2,1,7.76170939207077,1,7.76170939207077
178,branching,sequential,branch time relation,2,1,7.696714252233505,1,7.696714252233505
179,branching,sequential,branch time relation,2,1,8.019743487238884,1,8.019743487238884
180,branching,sequential,branch time relation,2,10,76.05969719588757,10,76.05969719588757
181,branching,sequential,branch time relation,2,10,75.34761913120747,10,75.34761913120747
182,branching,sequential,branch time relation,2,10,75.46164281666279,10,75.46164281666279
183,branching,sequential,branch time relation,2,10,75.74217766523361,10,75.74217766523361
184,branching,sequential,branch time relation,2,10,76.31902024149895,10,76.31902024149895
185,branching,sequential,branch time relation,2,10,74.91681538522243,10,74.91681538522243
186,branching,sequential,branch time relation,2,10,77.28558406233788,10,77.28558406233788
187,branching,sequential,branch time relation,2,10,76.09199546277523,10,76.09199546277523
188,branching,sequential,branch time relation,2,10,76.49069093167782,10,76.49069093167782
189,branching,sequential,branch time relation,2,10,75.57659782469273,10,75.57659782469273
190,branching,sequential,branch time relation,2,10,75.06347075104713,10,75.06347075104713
191,branching,sequential,branch time relation,2,10,75.654661282897,10,75.654661282897
192,branching,sequential,branch time relation,2,10,75.35607554018497,10,75.35607554018497
193,branching,sequential,branch time relation,2,10,75.42076706886292,10,75.42076706886292
194,branching,sequential,branch time relation,2,10,76.33157074451447,10,76.33157074451447
195,branching,sequential,branch time relation,2,10,75.67453756928444,10,75.67453756928444
196,branching,sequential,branch time relation,2,10,75.55427961051464,10,75.55427961051464
197,branching,sequential,branch time relation,2,10,74.83444176614285,10,74.83444176614285
198,branching,sequential,branch time relation,2,10,75.50767436623573,10,75.50767436623573
199,branching,sequential,branch time relation,2,10,75.29967091977596,10,75.29967091977596
200,branching,sequential,branch time relation,2,10,75.53884573280811,10,75.53884573280811
201,branching,sequential,branch time relation,2,10,75.91440714895725,10,75.91440714895725
202,branching,sequential,branch time relation,2,10,76.1638917028904,10,76.1638917028904
203,branching,sequential,branch time relation,2,10,75.27272403240204,10,75.27272403240204
204,branching,sequential,branch time relation,2,10,75.54070465266705,10,75.54070465266705
205,branching,sequential,branch time relation,2,10,74.95815679430962,10,74.95815679430962
206,branching,sequential,branch time relation,2,10,75.74501261115074,10,75.74501261115074
207,branching,sequential,branch time relation,2,10,76.04017481207848,10,76.04017481207848
208,branching,sequential,branch time relation,2,10,76.67318545281887,10,76.67318545281887
209,branching,sequential,branch time relation,2,10,75.89958049356937,10,75.89958049356937
210,branching,sequential,branch time relation,2,100,752.606987953186,100,752.606987953186
211,branching,sequential,branch time relation,2,100,761.6086192429066,100,761.6086192429066
212,branching,sequential,branch time relation,2,100,759.3833226710558,100,759.3833226710558
213,branching,sequential,branch time relation,2,100,758.2862414419651,100,758.2862414419651
214,branching,sequential,branch time relation,2,100,754.5790132135153,100,754.5790132135153
215,branching,sequential,branch time relation,2,100,758.5155479609966,100,758.5155479609966
216,branching,sequential,branch time relation,2,100,802.7709238231182,100,802.7709238231182
217,branching,sequential,branch time relation,2,100,757.0034675300121,100,757.0034675300121
218,branching,sequential,branch time relation,2,100,756.3455160707235,100,756.3455160707235
219,branching,sequential,branch time relation,2,100,759.2571713030338,100,759.2571713030338
220,branching,sequential,branch time relation,2,100,756.5307598561049,100,756.5307598561049
221,branching,sequential,branch time relation,2,100,757.9789627343416,100,757.9789627343416
222,branching,sequential,branch time relation,2,100,757.5324010103941,100,757.5324010103941
223,branching,sequential,branch time relation,2,100,759.4639044255018,100,759.4639044255018
224,branching,sequential,branch time relation,2,100,755.8252867311239,100,755.8252867311239
225,branching,sequential,branch time relation,2,100,756.3333380967379,100,756.3333380967379
226,branching,sequential,branch time relation,2,100,756.0250051319599,100,756.0250051319599
227,branching,sequential,branch time relation,2,100,804.4015448540449,100,804.4015448540449
228,branching,sequential,branch time relation,2,100,755.308173596859,100,755.308173596859
229,branching,sequential,branch time relation,2,100,752.3303888738155,100,752.3303888738155
230,branching,sequential,branch time relation,2,100,755.2006933838129,100,755.2006933838129
231,branching,sequential,branch time relation,2,100,752.118069678545,100,752.118069678545
232,branching,sequential,branch time relation,2,100,750.2000089734793,100,750.2000089734793
233,branching,sequential,branch time relation,2,100,751.6328636556864,100,751.6328636556864
234,branching,sequential,branch time relation,2,100,750.820204615593,100,750.820204615593
235,branching,sequential,branch time relation,2,100,756.8293269723654,100,756.8293269723654
236,branching,sequential,branch time relation,2,100,762.2438576072454,100,762.2438576072454
237,branching,sequential,branch time relation,2,100,771.2966799736023,100,771.2966799736023
238,branching,sequential,branch time relation,2,100,799.2944121360779,100,799.2944121360779
239,branching,sequential,branch time relation,2,100,754.6011041849852,100,754.6011041849852
240,branching,sequential,branch time relation,2,500,3828.484253957868,500,3828.484253957868
241,branching,sequential,branch time relation,2,500,3837.917933240533,500,3837.917933240533
242,branching,sequential,branch time relation,2,500,3788.8927683234215,500,3788.8927683234215
243,branching,sequential,branch time relation,2,500,3785.070599988103,500,3785.070599988103
244,branching,sequential,branch time relation,2,500,3830.130552873016,500,3830.130552873016
245,branching,sequential,branch time relation,2,500,3790.2110163122416,500,3790.2110163122416
246,branching,sequential,branch time relation,2,500,3833.6163256317377,500,3833.6163256317377
247,branching,sequential,branch time relation,2,500,3785.7149690389633,500,3785.7149690389633
248,branching,sequential,branch time relation,2,500,3839.1004223376513,500,3839.1004223376513
249,branching,sequential,branch time relation,2,500,3791.756972670555,500,3791.756972670555
250,branching,sequential,branch time relation,2,500,3838.284235447645,500,3838.284235447645
251,branching,sequential,branch time relation,2,500,3787.136238068342,500,3787.136238068342
252,branching,sequential,branch time relation,2,500,3773.871634155512,500,3773.871634155512
253,branching,sequential,branch time relation,2,500,3835.079813376069,500,3835.079813376069
254,branching,sequential,branch time relation,2,500,3773.450270295143,500,3773.450270295143
255,branching,sequential,branch time relation,2,500,3824.509860947728,500,3824.509860947728
256,branching,sequential,branch time relation,2,500,3781.1799347400665,500,3781.1799347400665
257,branching,sequential,branch time relation,2,500,3831.6828832030296,500,3831.6828832030296
258,branching,sequential,branch time relation,2,500,3791.754864156246,500,3791.754864156246
259,branching,sequential,branch time relation,2,500,3828.008087351918,500,3828.008087351918
260,branching,sequential,branch time relation,2,500,3788.169575855136,500,3788.169575855136
261,branching,sequential,branch time relation,2,500,3781.023945659399,500,3781.023945659399
262,branching,sequential,branch time relation,2,500,3914.499444887042,500,3914.499444887042
263,branching,sequential,branch time relation,2,500,3810.5483893305054,500,3810.5483893305054
264,branching,sequential,branch time relation,2,500,3836.62648499012,500,3836.62648499012
265,branching,sequential,branch time relation,2,500,3798.786273226142,500,3798.786273226142
266,branching,sequential,branch time relation,2,500,3840.244853869081,500,3840.244853869081
267,branching,sequential,branch time relation,2,500,3793.0340878665447,500,3793.0340878665447
268,branching,sequential,branch time relation,2,500,3844.107678160072,500,3844.107678160072
269,branching,sequential,branch time relation,2,500,3789.900571107864,500,3789.900571107864
270,branching,sequential,branch time relation,2,1000,7627.475844696164,1000,7627.475844696164
271,branching,sequential,branch time relation,2,1000,7633.14738497138,1000,7633.14738497138
272,branching,sequential,branch time relation,2,1000,7644.138185307383,1000,7644.138185307383
273,branching,sequential,branch time relation,2,1000,7623.157577589154,1000,7623.157577589154
274,branching,sequential,branch time relation,2,1000,7643.637839704752,1000,7643.637839704752
275,branching,sequential,branch time relation,2,1000,7571.741184219718,1000,7571.741184219718
276,branching,sequential,branch time relation,2,1000,7639.082780107856,1000,7639.082780107856
277,branching,sequential,branch time relation,2,1000,7630.404382944107,1000,7630.404382944107
278,branching,sequential,branch time relation,2,1000,7618.435505777597,1000,7618.435505777597
279,branching,sequential,branch time relation,2,1000,7615.920700132847,1000,7615.920700132847
280,branching,sequential,branch time relation,2,1000,7653.45460921526,1000,7653.45460921526
281,branching,sequential,branch time relation,2,1000,7610.0418996065855,1000,7610.0418996065855
282,branching,sequential,branch time relation,2,1000,7625.725695863366,1000,7625.725695863366
283,branching,sequential,branch time relation,2,1000,7631.153689697385,1000,7631.153689697385
284,branching,sequential,branch time relation,2,1000,7655.682241544127,1000,7655.682241544127
285,branching,sequential,branch time relation,2,1000,7578.755144029856,1000,7578.755144029856
286,branching,sequential,branch time relation,2,1000,7636.829629540443,1000,7636.829629540443
287,branching,sequential,branch time relation,2,1000,7617.501152679324,1000,7617.501152679324
288,branching,sequential,branch time relation,2,1000,7649.720000103116,1000,7649.720000103116
289,branching,sequential,branch time relation,2,1000,7635.446775704622,1000,7635.446775704622
290,branching,sequential,branch time relation,2,1000,7630.92708773911,1000,7630.92708773911
291,branching,sequential,branch time relation,2,1000,7637.123618274927,1000,7637.123618274927
292,branching,sequential,branch time relation,2,1000,7624.825226143002,1000,7624.825226143002
293,branching,sequential,branch time relation,2,1000,7614.835111424327,1000,7614.835111424327
294,branching,sequential,branch time relation,2,1000,7628.075892105699,1000,7628.075892105699
295,branching,sequential,branch time relation,2,1000,7575.242521241307,1000,7575.242521241307
296,branching,sequential,branch time relation,2,1000,7614.682728424668,1000,7614.682728424668
297,branching,sequential,branch time relation,2,1000,7622.5939206779,1000,7622.5939206779
298,branching,sequential,branch time relation,2,1000,7613.126378506422,1000,7613.126378506422
299,branching,sequential,branch time relation,2,1000,7619.205001741648,1000,7619.205001741648
300,branching,sequential,case distribution,2,1,30.89404292404652,1,30.89404292404652
301,branching,sequential,case distribution,2,1,31.20340034365654,1,31.20340034365654
302,branching,sequential,case distribution,2,1,31.16394765675068,1,31.16394765675068
303,branching,sequential,case distribution,2,1,31.01964481174946,1,31.01964481174946
304,branching,sequential,case distribution,2,1,30.83132952451706,1,30.83132952451706
305,branching,sequential,case distribution,2,1,31.22461587190628,1,31.22461587190628
306,branching,sequential,case distribution,2,1,31.02225624024868,1,31.02225624024868
307,branching,sequential,case distribution,2,1,30.798202380537987,1,30.798202380537987
308,branching,sequential,case distribution,2,1,30.80003149807453,1,30.80003149807453
309,branching,sequential,case distribution,2,1,31.18022345006466,1,31.18022345006466
310,branching,sequential,case distribution,2,1,30.82584403455257,1,30.82584403455257
311,branching,sequential,case distribution,2,1,31.033338978886604,1,31.033338978886604
312,branching,sequential,case distribution,2,1,31.111741438508037,1,31.111741438508037
313,branching,sequential,case distribution,2,1,31.279021874070168,1,31.279021874070168
314,branching,sequential,case distribution,2,1,30.747301876544952,1,30.747301876544952
315,branching,sequential,case distribution,2,1,31.027469784021378,1,31.027469784021378
316,branching,sequential,case distribution,2,1,30.995557084679604,1,30.995557084679604
317,branching,sequential,case distribution,2,1,31.10712394118309,1,31.10712394118309
318,branching,sequential,case distribution,2,1,30.843837186694145,1,30.843837186694145
319,branching,sequential,case distribution,2,1,30.80529160797596,1,30.80529160797596
320,branching,sequential,case distribution,2,1,30.81498481333256,1,30.81498481333256
321,branching,sequential,case distribution,2,1,31.22137486934662,1,31.22137486934662
322,branching,sequential,case distribution,2,1,30.873345211148266,1,30.873345211148266
323,branching,sequential,case distribution,2,1,30.863134190440174,1,30.863134190440174
324,branching,sequential,case distribution,2,1,30.7615976780653,1,30.7615976780653
325,branching,sequential,case distribution,2,1,31.25249780714512,1,31.25249780714512
326,branching,sequential,case distribution,2,1,30.845893546938896,1,30.845893546938896
327,branching,sequential,case distribution,2,1,30.69310262799263,1,30.69310262799263
328,branching,sequential,case distribution,2,1,30.766509473323826,1,30.766509473323826
329,branching,sequential,case distribution,2,1,31.215043738484383,1,31.215043738484383
330,branching,sequential,case distribution,2,10,154.31485883891582,10,154.31485883891582
331,branching,sequential,case distribution,2,10,155.30753321945667,10,155.30753321945667
332,branching,sequential,case distribution,2,10,154.45415303111076,10,154.45415303111076
333,branching,sequential,case distribution,2,10,154.93016503751278,10,154.93016503751278
334,branching,sequential,case distribution,2,10,154.42741103470323,10,154.42741103470323
335,branching,sequential,case distribution,2,10,154.89333868026733,10,154.89333868026733
336,branching,sequential,case distribution,2,10,154.39288690686226,10,154.39288690686226
337,branching,sequential,case distribution,2,10,154.4445287436247,10,154.4445287436247
338,branching,sequential,case distribution,2,10,154.78610433638096,10,154.78610433638096
339,branching,sequential,case distribution,2,10,154.28738296031952,10,154.28738296031952
340,branching,sequential,case distribution,2,10,154.46042455732822,10,154.46042455732822
341,branching,sequential,case distribution,2,10,154.7470949590206,10,154.7470949590206
342,branching,sequential,case distribution,2,10,154.8056062310934,10,154.8056062310934
343,branching,sequential,case distribution,2,10,154.18900176882744,10,154.18900176882744
344,branching,sequential,case distribution,2,10,154.4555053114891,10,154.4555053114891
345,branching,sequential,case distribution,2,10,154.2533952742815,10,154.2533952742815
346,branching,sequential,case distribution,2,10,155.04273399710655,10,155.04273399710655
347,branching,sequential,case distribution,2,10,154.36937846243382,10,154.36937846243382
348,branching,sequential,case distribution,2,10,154.12992611527443,10,154.12992611527443
349,branching,sequential,case distribution,2,10,155.4834209382534,10,155.4834209382534
350,branching,sequential,case distribution,2,10,202.8287313878536,10,202.8287313878536
351,branching,sequential,case distribution,2,10,154.32178229093552,10,154.32178229093552
352,branching,sequential,case distribution,2,10,154.3864756822586,10,154.3864756822586
353,branching,sequential,case distribution,2,10,154.79320287704468,10,154.79320287704468
354,branching,sequential,case distribution,2,10,154.378529638052,10,154.378529638052
355,branching,sequential,case distribution,2,10,154.47339788079262,10,154.47339788079262
356,branching,sequential,case distribution,2,10,154.66624312102795,10,154.66624312102795
357,branching,sequential,case distribution,2,10,154.8881884664297,10,154.8881884664297
358,branching,sequential,case distribution,2,10,155.645202845335,10,155.645202845335
359,branching,sequential,case distribution,2,10,154.57317046821117,10,154.57317046821117
360,branching,sequential,case distribution,2,100,1550.0361490994692,100,1550.0361490994692
361,branching,sequential,case distribution,2,100,1546.527087688446,100,1546.527087688446
362,branching,sequential,case distribution,2,100,1548.3234580606222,100,1548.3234580606222
363,branching,sequential,case distribution,2,100,1547.1316054463389,100,1547.1316054463389
364,branching,sequential,case distribution,2,100,1594.588676467538,100,1594.588676467538
365,branching,sequential,case distribution,2,100,1546.8653161078691,100,1546.8653161078691
366,branching,sequential,case distribution,2,100,1545.7705445587635,100,1545.7705445587635
367,branching,sequential,case distribution,2,100,1544.777549803257,100,1544.777549803257
368,branching,sequential,case distribution,2,100,1546.1216792464256,100,1546.1216792464256
369,branching,sequential,case distribution,2,100,1593.928324058652,100,1593.928324058652
370,branching,sequential,case distribution,2,100,1552.59214527905,100,1552.59214527905
371,branching,sequential,case distribution,2,100,1551.7346914857626,100,1551.7346914857626
372,branching,sequential,case distribution,2,100,1548.1183659285307,100,1548.1183659285307
373,branching,sequential,case distribution,2,100,1549.5121330022812,100,1549.5121330022812
374,branching,sequential,case distribution,2,100,1551.4597110450268,100,1551.4597110450268
375,branching,sequential,case distribution,2,100,1597.17389754951,100,1597.17389754951
376,branching,sequential,case distribution,2,100,1550.5253989249468,100,1550.5253989249468
377,branching,sequential,case distribution,2,100,1549.6147740632296,100,1549.6147740632296
378,branching,sequential,case distribution,2,100,1545.4414822161198,100,1545.4414822161198
379,branching,sequential,case distribution,2,100,1552.062213420868,100,1552.062213420868
380,branching,sequential,case distribution,2,100,1602.549210190773,100,1602.549210190773
