,scenario,version,modified function,value,input,time,list function input,time in ms,# loops
34,branching,sequential,check relation,2,10,184.49602834880352,10000,184.49602834880352,10
35,branching,sequential,check relation,2,10,240.31229317188263,10000,240.31229317188263,10
36,branching,sequential,check relation,2,10,184.20729599893093,10000,184.20729599893093,10
37,branching,sequential,check relation,2,10,185.0369330495596,10000,185.0369330495596,10
38,branching,sequential,check relation,2,10,184.5779065042734,10000,184.5779065042734,10
39,branching,sequential,check relation,2,10,185.0667055696249,10000,185.0667055696249,10
40,branching,sequential,check relation,2,10,184.24759991467,10000,184.24759991467,10
41,branching,sequential,check relation,2,10,176.49740166962147,10000,176.49740166962147,10
42,branching,sequential,check relation,2,10,155.87601251900196,10000,155.87601251900196,10
43,branching,sequential,check relation,2,10,155.7899136096239,10000,155.7899136096239,10
44,branching,sequential,check relation,2,10,156.3213337212801,10000,156.3213337212801,10
45,branching,sequential,check relation,2,10,156.78507834672928,10000,156.78507834672928,10
46,branching,sequential,check relation,2,10,155.36638535559177,10000,155.36638535559177,10
47,branching,sequential,check relation,2,10,155.8239348232746,10000,155.8239348232746,10
48,branching,sequential,check relation,2,10,156.30473382771015,10000,156.30473382771015,10
49,branching,sequential,check relation,2,10,155.96367605030537,10000,155.96367605030537,10
50,branching,sequential,check relation,2,10,155.74239380657673,10000,155.74239380657673,10
51,branching,sequential,check relation,2,10,156.4716435968876,10000,156.4716435968876,10
52,branching,sequential,check relation,2,10,156.52982518076897,10000,156.52982518076897,10
53,branching,sequential,check relation,2,10,156.69967979192734,10000,156.69967979192734,10
54,branching,sequential,check relation,2,10,155.39459884166718,10000,155.39459884166718,10
55,branching,sequential,check relation,2,10,155.06267175078392,10000,155.06267175078392,10
56,branching,sequential,check relation,2,10,156.43439255654812,10000,156.43439255654812,10
57,branching,sequential,check relation,2,10,155.81136383116245,10000,155.81136383116245,10
58,branching,sequential,check relation,2,10,156.15933388471603,10000,156.15933388471603,10
59,branching,sequential,check relation,2,10,155.21973744034767,10000,155.21973744034767,10
60,branching,sequential,check relation,2,100,1562.3138397932053,10000,1562.3138397932053,100
61,branching,sequential,check relation,2,100,1561.6880264133215,10000,1561.6880264133215,100
62,branching,sequential,check relation,2,100,1656.6093396395445,10000,1656.6093396395445,100
63,branching,sequential,check relation,2,100,1794.3260874599218,10000,1794.3260874599218,100
64,branching,sequential,check relation,2,100,1560.6827922165394,10000,1560.6827922165394,100
65,branching,sequential,check relation,2,100,1564.6990966051817,10000,1564.6990966051817,100
66,branching,sequential,check relation,2,100,1560.6767497956753,10000,1560.6767497956753,100
67,branching,sequential,check relation,2,100,1560.2417271584272,10000,1560.2417271584272,100
68,branching,sequential,check relation,2,100,1609.2632971704006,10000,1609.2632971704006,100
69,branching,sequential,check relation,2,100,1557.4324987828732,10000,1557.4324987828732,100
70,branching,sequential,check relation,2,100,1559.8655734211206,10000,1559.8655734211206,100
71,branching,sequential,check relation,2,100,1562.242427840829,10000,1562.242427840829,100
72,branching,sequential,check relation,2,100,1560.22965349257,10000,1560.22965349257,100
73,branching,sequential,check relation,2,100,1608.7452322244644,10000,1608.7452322244644,100
74,branching,sequential,check relation,2,100,1556.922199204564,10000,1556.922199204564,100
75,branching,sequential,check relation,2,100,1556.0642182826996,10000,1556.0642182826996,100
76,branching,sequential,check relation,2,100,1559.0542647987604,10000,1559.0542647987604,100
77,branching,sequential,check relation,2,100,1557.290067896247,10000,1557.290067896247,100
78,branching,sequential,check relation,2,100,1559.118615463376,10000,1559.118615463376,100
79,branching,sequential,check relation,2,100,1608.354052528739,10000,1608.354052528739,100
80,branching,sequential,check relation,2,100,1559.8899014294147,10000,1559.8899014294147,100
81,branching,sequential,check relation,2,100,1559.7469583153725,10000,1559.7469583153725,100
82,branching,sequential,check relation,2,100,1558.675603941083,10000,1558.675603941083,100
83,branching,sequential,check relation,2,100,1555.1042910665274,10000,1555.1042910665274,100
84,branching,sequential,check relation,2,100,1602.9995884746313,10000,1602.9995884746313,100
85,branching,sequential,check relation,2,100,1554.2753729969263,10000,1554.2753729969263,100
86,branching,sequential,check relation,2,100,1555.5330347269771,10000,1555.5330347269771,100
87,branching,sequential,check relation,2,100,1559.754852205515,10000,1559.754852205515,100
88,branching,sequential,check relation,2,100,1554.6072088181973,10000,1554.6072088181973,100
89,branching,sequential,check relation,2,100,1553.7895504385233,10000,1553.7895504385233,100
90,branching,sequential,check relation,2,500,7821.550732478499,10000,7821.550732478499,500
91,branching,sequential,check relation,2,500,7827.233636751771,10000,7827.233636751771,500
92,branching,sequential,check relation,2,500,7867.107408121228,10000,7867.107408121228,500
93,branching,sequential,check relation,2,500,7856.555316597223,10000,7856.555316597223,500
94,branching,sequential,check relation,2,500,8081.725282594562,10000,8081.725282594562,500
95,branching,sequential,check relation,2,500,7852.229313924909,10000,7852.229313924909,500
96,branching,sequential,check relation,2,500,7821.787673979998,10000,7821.787673979998,500
97,branching,sequential,check relation,2,500,7848.408306017518,10000,7848.408306017518,500
98,branching,sequential,check relation,2,500,7838.053051382303,10000,7838.053051382303,500
99,branching,sequential,check relation,2,500,7826.918862760067,10000,7826.918862760067,500
100,branching,sequential,check relation,2,500,7862.482693046331,10000,7862.482693046331,500
101,branching,sequential,check relation,2,500,7887.559328228235,10000,7887.559328228235,500
102,branching,sequential,check relation,2,500,7822.734653949738,10000,7822.734653949738,500
103,branching,sequential,check relation,2,500,7823.268435895443,10000,7823.268435895443,500
104,branching,sequential,check relation,2,500,7822.659848257899,10000,7822.659848257899,500
105,branching,sequential,check relation,2,500,7809.966476634145,10000,7809.966476634145,500
106,branching,sequential,check relation,2,500,7838.65724503994,10000,7838.65724503994,500
107,branching,sequential,check relation,2,500,7827.0952720195055,10000,7827.0952720195055,500
108,branching,sequential,check relation,2,500,7824.760990217328,10000,7824.760990217328,500
109,branching,sequential,check relation,2,500,7822.434682399034,10000,7822.434682399034,500
110,branching,sequential,check relation,2,500,7831.975383684039,10000,7831.975383684039,500
111,branching,sequential,check relation,2,500,7815.709767863154,10000,7815.709767863154,500
112,branching,sequential,check relation,2,500,7833.811160176992,10000,7833.811160176992,500
113,branching,sequential,check relation,2,500,7841.051945462823,10000,7841.051945462823,500
114,branching,sequential,check relation,2,500,7820.361033082008,10000,7820.361033082008,500
115,branching,sequential,check relation,2,500,7784.123999997973,10000,7784.123999997973,500
116,branching,sequential,check relation,2,500,7815.997241064906,10000,7815.997241064906,500
117,branching,sequential,check relation,2,500,7813.214788213372,10000,7813.214788213372,500
118,branching,sequential,check relation,2,500,7820.925880223513,10000,7820.925880223513,500
119,branching,sequential,check relation,2,500,7831.589626148343,10000,7831.589626148343,500
120,branching,sequential,check relation,2,1000,15670.257022604346,10000,15670.257022604346,1000
121,branching,sequential,check relation,2,1000,15675.961576402187,10000,15675.961576402187,1000
122,branching,sequential,check relation,2,1000,15639.402041211724,10000,15639.402041211724,1000
123,branching,sequential,check relation,2,1000,15663.529440760612,10000,15663.529440760612,1000
124,branching,sequential,check relation,2,1000,15902.289923280478,10000,15902.289923280478,1000
125,branching,sequential,check relation,2,1000,16002.795150503516,10000,16002.795150503516,1000
126,branching,sequential,check relation,2,1000,15711.008194833994,10000,15711.008194833994,1000
127,branching,sequential,check relation,2,1000,15646.319536492229,10000,15646.319536492229,1000
128,branching,sequential,check relation,2,1000,15701.13531500101,10000,15701.13531500101,1000
129,branching,sequential,check relation,2,1000,15667.663352563975,10000,15667.663352563975,1000
130,branching,sequential,check relation,2,1000,15646.97994850576,10000,15646.97994850576,1000
131,branching,sequential,check relation,2,1000,15656.118594110012,10000,15656.118594110012,1000
132,branching,sequential,check relation,2,1000,15653.51364761591,10000,15653.51364761591,1000
133,branching,sequential,check relation,2,1000,15660.11925972998,10000,15660.11925972998,1000
134,branching,sequential,check relation,2,1000,15646.674178540708,10000,15646.674178540708,1000
135,branching,sequential,check relation,2,1000,15699.860259890556,10000,15699.860259890556,1000
136,branching,sequential,check relation,2,1000,16162.773292511702,10000,16162.773292511702,1000
137,branching,sequential,check relation,2,1000,15686.270087957382,10000,15686.270087957382,1000
138,branching,sequential,check relation,2,1000,15703.285317867994,10000,15703.285317867994,1000
139,branching,sequential,check relation,2,1000,15675.212636590004,10000,15675.212636590004,1000
140,branching,sequential,check relation,2,1000,15637.227362021804,10000,15637.227362021804,1000
141,branching,sequential,check relation,2,1000,15710.45521274209,10000,15710.45521274209,1000
142,branching,sequential,check relation,2,1000,15676.630152389407,10000,15676.630152389407,1000
143,branching,sequential,check relation,2,1000,15671.433413401246,10000,15671.433413401246,1000
144,branching,sequential,check relation,2,1000,15653.67722697556,10000,15653.67722697556,1000
145,branching,sequential,check relation,2,1000,15642.589513212442,10000,15642.589513212442,1000
146,branching,sequential,check relation,2,1000,15606.92316107452,10000,15606.92316107452,1000
147,branching,sequential,check relation,2,1000,15695.413867011666,10000,15695.413867011666,1000
148,branching,sequential,check relation,2,1000,15669.13789138198,10000,15669.13789138198,1000
149,branching,sequential,check relation,2,1000,15668.577019125223,10000,15668.577019125223,1000
150,branching,sequential,branch time relation,2,1,15.66852070391178,10000,15.66852070391178,1
151,branching,sequential,branch time relation,2,1,15.632787719368936,10000,15.632787719368936,1
152,branching,sequential,branch time relation,2,1,15.633303672075272,10000,15.633303672075272,1
153,branching,sequential,branch time relation,2,1,15.771212056279182,10000,15.771212056279182,1
154,branching,sequential,branch time relation,2,1,16.201915219426155,10000,16.201915219426155,1
155,branching,sequential,branch time relation,2,1,16.160454601049423,10000,16.160454601049423,1
156,branching,sequential,branch time relation,2,1,15.95013588666916,10000,15.95013588666916,1
157,branching,sequential,branch time relation,2,1,15.775434672832487,10000,15.775434672832487,1
158,branching,sequential,branch time relation,2,1,15.61511866748333,10000,15.61511866748333,1
159,branching,sequential,branch time relation,2,1,15.58634638786316,10000,15.58634638786316,1
160,branching,sequential,branch time relation,2,1,15.662526711821556,10000,15.662526711821556,1
161,branching,sequential,branch time relation,2,1,15.776297077536585,10000,15.776297077536585,1
162,branching,sequential,branch time relation,2,1,16.11202396452427,10000,16.11202396452427,1
163,branching,sequential,branch time relation,2,1,16.18221402168274,10000,16.18221402168274,1
164,branching,sequential,branch time relation,2,1,16.015511006116867,10000,16.015511006116867,1
165,branching,sequential,branch time relation,2,1,15.74588008224964,10000,15.74588008224964,1
166,branching,sequential,branch time relation,2,1,15.589741989970207,10000,15.589741989970207,1
167,branching,sequential,branch time relation,2,1,15.583809465169908,10000,15.583809465169908,1
168,branching,sequential,branch time relation,2,1,15.573970973491669,10000,15.573970973491669,1
169,branching,sequential,branch time relation,2,1,15.596173703670502,10000,15.596173703670502,1
170,branching,sequential,branch time relation,2,1,15.722829848527908,10000,15.722829848527908,1
171,branching,sequential,branch time relation,2,1,15.57370088994503,10000,15.57370088994503,1
172,branching,sequential,branch time relation,2,1,16.00266620516777,10000,16.00266620516777,1
173,branching,sequential,branch time relation,2,1,15.602795407176018,10000,15.602795407176018,1
174,branching,sequential,branch time relation,2,1,15.676839277148249,10000,15.676839277148249,1
175,branching,sequential,branch time relation,2,1,15.588503330945969,10000,15.588503330945969,1
176,branching,sequential,branch time relation,2,1,15.584366396069528,10000,15.584366396069528,1
177,branching,sequential,branch time relation,2,1,15.654396265745165,10000,15.654396265745165,1
178,branching,sequential,branch time relation,2,1,15.609851107001305,10000,15.609851107001305,1
179,branching,sequential,branch time relation,2,1,15.980567783117294,10000,15.980567783117294,1
180,branching,sequential,branch time relation,2,10,157.31949917972088,10000,157.31949917972088,10
181,branching,sequential,branch time relation,2,10,156.2750618904829,10000,156.2750618904829,10
182,branching,sequential,branch time relation,2,10,156.80733881890774,10000,156.80733881890774,10
183,branching,sequential,branch time relation,2,10,157.25979208946228,10000,157.25979208946228,10
184,branching,sequential,branch time relation,2,10,156.69775567948818,10000,156.69775567948818,10
185,branching,sequential,branch time relation,2,10,157.43212215602398,10000,157.43212215602398,10
186,branching,sequential,branch time relation,2,10,155.909463763237,10000,155.909463763237,10
187,branching,sequential,branch time relation,2,10,157.68342278897762,10000,157.68342278897762,10
188,branching,sequential,branch time relation,2,10,156.20695985853672,10000,156.20695985853672,10
189,branching,sequential,branch time relation,2,10,156.77177906036377,10000,156.77177906036377,10
190,branching,sequential,branch time relation,2,10,157.49460458755493,10000,157.49460458755493,10
191,branching,sequential,branch time relation,2,10,156.72849118709564,10000,156.72849118709564,10
192,branching,sequential,branch time relation,2,10,157.6776895672083,10000,157.6776895672083,10
193,branching,sequential,branch time relation,2,10,157.22168795764446,10000,157.22168795764446,10
194,branching,sequential,branch time relation,2,10,158.0868847668171,10000,158.0868847668171,10
195,branching,sequential,branch time relation,2,10,158.12642499804497,10000,158.12642499804497,10
196,branching,sequential,branch time relation,2,10,156.27765655517578,10000,156.27765655517578,10
197,branching,sequential,branch time relation,2,10,156.92000836133957,10000,156.92000836133957,10
198,branching,sequential,branch time relation,2,10,156.79396875202656,10000,156.79396875202656,10
199,branching,sequential,branch time relation,2,10,157.52507001161575,10000,157.52507001161575,10
200,branching,sequential,branch time relation,2,10,156.78650327026844,10000,156.78650327026844,10
201,branching,sequential,branch time relation,2,10,156.748216599226,10000,156.748216599226,10
202,branching,sequential,branch time relation,2,10,204.63578775525093,10000,204.63578775525093,10
203,branching,sequential,branch time relation,2,10,156.88668750226498,10000,156.88668750226498,10
204,branching,sequential,branch time relation,2,10,156.38030134141445,10000,156.38030134141445,10
205,branching,sequential,branch time relation,2,10,156.87896125018597,10000,156.87896125018597,10
206,branching,sequential,branch time relation,2,10,156.6494982689619,10000,156.6494982689619,10
207,branching,sequential,branch time relation,2,10,156.5283052623272,10000,156.5283052623272,10
208,branching,sequential,branch time relation,2,10,156.56429901719093,10000,156.56429901719093,10
209,branching,sequential,branch time relation,2,10,156.75844810903072,10000,156.75844810903072,10
210,branching,sequential,branch time relation,2,100,1566.5872935205698,10000,1566.5872935205698,100
211,branching,sequential,branch time relation,2,100,1572.885761037469,10000,1572.885761037469,100
212,branching,sequential,branch time relation,2,100,1576.3544607907534,10000,1576.3544607907534,100
213,branching,sequential,branch time relation,2,100,1573.415532708168,10000,1573.415532708168,100
214,branching,sequential,branch time relation,2,100,1624.7598845511675,10000,1624.7598845511675,100
215,branching,sequential,branch time relation,2,100,1569.98710334301,10000,1569.98710334301,100
216,branching,sequential,branch time relation,2,100,1572.8740356862545,10000,1572.8740356862545,100
217,branching,sequential,branch time relation,2,100,1568.048857152462,10000,1568.048857152462,100
218,branching,sequential,branch time relation,2,100,1566.4914194494486,10000,1566.4914194494486,100
219,branching,sequential,branch time relation,2,100,1585.9725773334503,10000,1585.9725773334503,100
220,branching,sequential,branch time relation,2,100,1607.182377949357,10000,1607.182377949357,100
221,branching,sequential,branch time relation,2,100,1571.1240153759718,10000,1571.1240153759718,100
222,branching,sequential,branch time relation,2,100,1571.390898898244,10000,1571.390898898244,100
223,branching,sequential,branch time relation,2,100,1562.0216708630323,10000,1562.0216708630323,100
224,branching,sequential,branch time relation,2,100,1565.347895026207,10000,1565.347895026207,100
225,branching,sequential,branch time relation,2,100,1616.9847268611193,10000,1616.9847268611193,100
226,branching,sequential,branch time relation,2,100,1569.6475971490145,10000,1569.6475971490145,100
227,branching,sequential,branch time relation,2,100,1571.271438151598,10000,1571.271438151598,100
228,branching,sequential,branch time relation,2,100,1565.5580703169107,10000,1565.5580703169107,100
229,branching,sequential,branch time relation,2,100,1565.0189239531755,10000,1565.0189239531755,100
230,branching,sequential,branch time relation,2,100,1611.670983955264,10000,1611.670983955264,100
231,branching,sequential,branch time relation,2,100,1565.3123445808887,10000,1565.3123445808887,100
232,branching,sequential,branch time relation,2,100,1567.3227403312922,10000,1567.3227403312922,100
233,branching,sequential,branch time relation,2,100,1566.7607691138985,10000,1566.7607691138985,100
234,branching,sequential,branch time relation,2,100,1573.981747031212,10000,1573.981747031212,100
235,branching,sequential,branch time relation,2,100,1563.1545688956976,10000,1563.1545688956976,100
236,branching,sequential,branch time relation,2,100,1612.6833334565165,10000,1612.6833334565165,100
237,branching,sequential,branch time relation,2,100,1572.5409034639597,10000,1572.5409034639597,100
238,branching,sequential,branch time relation,2,100,1570.98095305264,10000,1570.98095305264,100
239,branching,sequential,branch time relation,2,100,1570.0096171349287,10000,1570.0096171349287,100
240,branching,sequential,branch time relation,2,500,7884.026378393173,10000,7884.026378393173,500
241,branching,sequential,branch time relation,2,500,7888.947118073702,10000,7888.947118073702,500
242,branching,sequential,branch time relation,2,500,7884.176582098007,10000,7884.176582098007,500
243,branching,sequential,branch time relation,2,500,7891.123155131936,10000,7891.123155131936,500
244,branching,sequential,branch time relation,2,500,7899.908162653446,10000,7899.908162653446,500
245,branching,sequential,branch time relation,2,500,7898.68994615972,10000,7898.68994615972,500
246,branching,sequential,branch time relation,2,500,7893.693184480071,10000,7893.693184480071,500
247,branching,sequential,branch time relation,2,500,7890.87139070034,10000,7890.87139070034,500
248,branching,sequential,branch time relation,2,500,8036.2529437989,10000,8036.2529437989,500
249,branching,sequential,branch time relation,2,500,7979.055004194379,10000,7979.055004194379,500
250,branching,sequential,branch time relation,2,500,7892.039425671101,10000,7892.039425671101,500
251,branching,sequential,branch time relation,2,500,7896.831274032593,10000,7896.831274032593,500
252,branching,sequential,branch time relation,2,500,8167.952377349138,10000,8167.952377349138,500
253,branching,sequential,branch time relation,2,500,7886.5239676088095,10000,7886.5239676088095,500
254,branching,sequential,branch time relation,2,500,8180.858643725514,10000,8180.858643725514,500
255,branching,sequential,branch time relation,2,500,7889.220582321286,10000,7889.220582321286,500
256,branching,sequential,branch time relation,2,500,7901.265047490597,10000,7901.265047490597,500
257,branching,sequential,branch time relation,2,500,7898.047799244523,10000,7898.047799244523,500
258,branching,sequential,branch time relation,2,500,7876.173676922917,10000,7876.173676922917,500
259,branching,sequential,branch time relation,2,500,7879.656281322241,10000,7879.656281322241,500
260,branching,sequential,branch time relation,2,500,7874.90214034915,10000,7874.90214034915,500
261,branching,sequential,branch time relation,2,500,7904.818560928106,10000,7904.818560928106,500
262,branching,sequential,branch time relation,2,500,7901.534216478467,10000,7901.534216478467,500
263,branching,sequential,branch time relation,2,500,7853.036938235164,10000,7853.036938235164,500
264,branching,sequential,branch time relation,2,500,7917.152803391218,10000,7917.152803391218,500
265,branching,sequential,branch time relation,2,500,7882.961180061102,10000,7882.961180061102,500
266,branching,sequential,branch time relation,2,500,7876.339729875326,10000,7876.339729875326,500
267,branching,sequential,branch time relation,2,500,7893.204836174846,10000,7893.204836174846,500
268,branching,sequential,branch time relation,2,500,7898.467594757676,10000,7898.467594757676,500
269,branching,sequential,branch time relation,2,500,7876.204364001751,10000,7876.204364001751,500
270,branching,sequential,branch time relation,2,1000,15741.477951407433,10000,15741.477951407433,1000
271,branching,sequential,branch time relation,2,1000,15745.390059426429,10000,15745.390059426429,1000
272,branching,sequential,branch time relation,2,1000,15739.73617516458,10000,15739.73617516458,1000
273,branching,sequential,branch time relation,2,1000,15723.095174878836,10000,15723.095174878836,1000
274,branching,sequential,branch time relation,2,1000,15831.130335107446,10000,15831.130335107446,1000
275,branching,sequential,branch time relation,2,1000,15767.958076670766,10000,15767.958076670766,1000
276,branching,sequential,branch time relation,2,1000,15721.798736602068,10000,15721.798736602068,1000
277,branching,sequential,branch time relation,2,1000,15764.420846477153,10000,15764.420846477153,1000
278,branching,sequential,branch time relation,2,1000,15757.093220949171,10000,15757.093220949171,1000
279,branching,sequential,branch time relation,2,1000,15769.409677013757,10000,15769.409677013757,1000
280,branching,sequential,branch time relation,2,1000,15729.487113654612,10000,15729.487113654612,1000
281,branching,sequential,branch time relation,2,1000,15783.590599894524,10000,15783.590599894524,1000
282,branching,sequential,branch time relation,2,1000,15761.719634756446,10000,15761.719634756446,1000
283,branching,sequential,branch time relation,2,1000,15762.66699656844,10000,15762.66699656844,1000
284,branching,sequential,branch time relation,2,1000,15729.916144162416,10000,15729.916144162416,1000
285,branching,sequential,branch time relation,2,1000,15735.815374180676,10000,15735.815374180676,1000
286,branching,sequential,branch time relation,2,1000,15733.875969424844,10000,15733.875969424844,1000
287,branching,sequential,branch time relation,2,1000,15694.170594215391,10000,15694.170594215391,1000
288,branching,sequential,branch time relation,2,1000,15767.640959471464,10000,15767.640959471464,1000
289,branching,sequential,branch time relation,2,1000,15769.930886104705,10000,15769.930886104705,1000
290,branching,sequential,branch time relation,2,1000,15796.35107330978,10000,15796.35107330978,1000
291,branching,sequential,branch time relation,2,1000,15757.778311148286,10000,15757.778311148286,1000
292,branching,sequential,branch time relation,2,1000,15764.81738500297,10000,15764.81738500297,1000
293,branching,sequential,branch time relation,2,1000,15744.16115321219,10000,15744.16115321219,1000
294,branching,sequential,branch time relation,2,1000,15706.313483417034,10000,15706.313483417034,1000
295,branching,sequential,branch time relation,2,1000,15767.43978448212,10000,15767.43978448212,1000
296,branching,sequential,branch time relation,2,1000,15744.953544810414,10000,15744.953544810414,1000
297,branching,sequential,branch time relation,2,1000,15790.953196585178,10000,15790.953196585178,1000
298,branching,sequential,branch time relation,2,1000,15742.740107700229,10000,15742.740107700229,1000
299,branching,sequential,branch time relation,2,1000,15756.471017375588,10000,15756.471017375588,1000
300,branching,sequential,case distribution,2,1,30.98691441118717,10000,30.98691441118717,1
301,branching,sequential,case distribution,2,1,31.1617199331522,10000,31.1617199331522,1
302,branching,sequential,case distribution,2,1,31.68194741010666,10000,31.68194741010666,1
303,branching,sequential,case distribution,2,1,31.221043318510056,10000,31.221043318510056,1
304,branching,sequential,case distribution,2,1,31.208505854010586,10000,31.208505854010586,1
305,branching,sequential,case distribution,2,1,31.10668249428272,10000,31.10668249428272,1
306,branching,sequential,case distribution,2,1,31.382659450173374,10000,31.382659450173374,1
307,branching,sequential,case distribution,2,1,31.245658174157143,10000,31.245658174157143,1
308,branching,sequential,case distribution,2,1,31.08086623251438,10000,31.08086623251438,1
309,branching,sequential,case distribution,2,1,31.065640971064568,10000,31.065640971064568,1
310,branching,sequential,case distribution,2,1,31.40205517411232,10000,31.40205517411232,1
311,branching,sequential,case distribution,2,1,30.98296746611595,10000,30.98296746611595,1
312,branching,sequential,case distribution,2,1,31.038004904985428,10000,31.038004904985428,1
313,branching,sequential,case distribution,2,1,31.24944120645523,10000,31.24944120645523,1
314,branching,sequential,case distribution,2,1,31.283708289265636,10000,31.283708289265636,1
315,branching,sequential,case distribution,2,1,31.10206127166748,10000,31.10206127166748,1
316,branching,sequential,case distribution,2,1,31.054848805069923,10000,31.054848805069923,1
317,branching,sequential,case distribution,2,1,30.96064366400242,10000,30.96064366400242,1
318,branching,sequential,case distribution,2,1,32.15925768017769,10000,32.15925768017769,1
319,branching,sequential,case distribution,2,1,31.26103989779949,10000,31.26103989779949,1
320,branching,sequential,case distribution,2,1,30.93571774661541,10000,30.93571774661541,1
321,branching,sequential,case distribution,2,1,30.999811366200447,10000,30.999811366200447,1
322,branching,sequential,case distribution,2,1,31.42899088561535,10000,31.42899088561535,1
323,branching,sequential,case distribution,2,1,31.341219320893288,10000,31.341219320893288,1
324,branching,sequential,case distribution,2,1,31.311659142374992,10000,31.311659142374992,1
325,branching,sequential,case distribution,2,1,31.32454492151737,10000,31.32454492151737,1
326,branching,sequential,case distribution,2,1,31.893352046608925,10000,31.893352046608925,1
327,branching,sequential,case distribution,2,1,31.18466585874557,10000,31.18466585874557,1
328,branching,sequential,case distribution,2,1,31.06604889035225,10000,31.06604889035225,1
329,branching,sequential,case distribution,2,1,31.723495572805405,10000,31.723495572805405,1
330,branching,sequential,case distribution,2,10,156.36063553392887,10000,156.36063553392887,10
331,branching,sequential,case distribution,2,10,155.68091720342636,10000,155.68091720342636,10
332,branching,sequential,case distribution,2,10,155.69051541388035,10000,155.69051541388035,10
333,branching,sequential,case distribution,2,10,155.8990254998207,10000,155.8990254998207,10
334,branching,sequential,case distribution,2,10,156.38462826609612,10000,156.38462826609612,10
335,branching,sequential,case distribution,2,10,155.52890673279762,10000,155.52890673279762,10
336,branching,sequential,case distribution,2,10,155.76979331672192,10000,155.76979331672192,10
337,branching,sequential,case distribution,2,10,155.9637002646923,10000,155.9637002646923,10
338,branching,sequential,case distribution,2,10,155.98297864198685,10000,155.98297864198685,10
339,branching,sequential,case distribution,2,10,155.73255345225334,10000,155.73255345225334,10
340,branching,sequential,case distribution,2,10,155.88541887700558,10000,155.88541887700558,10
341,branching,sequential,case distribution,2,10,155.60228005051613,10000,155.60228005051613,10
342,branching,sequential,case distribution,2,10,156.28090500831604,10000,156.28090500831604,10
343,branching,sequential,case distribution,2,10,155.66260181367397,10000,155.66260181367397,10
344,branching,sequential,case distribution,2,10,155.65322525799274,10000,155.65322525799274,10
345,branching,sequential,case distribution,2,10,155.91444820165634,10000,155.91444820165634,10
346,branching,sequential,case distribution,2,10,155.47639317810535,10000,155.47639317810535,10
347,branching,sequential,case distribution,2,10,155.97241185605526,10000,155.97241185605526,10
348,branching,sequential,case distribution,2,10,155.97164258360863,10000,155.97164258360863,10
349,branching,sequential,case distribution,2,10,155.99029511213303,10000,155.99029511213303,10
350,branching,sequential,case distribution,2,10,155.46236000955105,10000,155.46236000955105,10
351,branching,sequential,case distribution,2,10,156.45628608763218,10000,156.45628608763218,10
