,scenario,version,library,input,time,time in ms,# independent functions,gc_enabled
136,natPar4.timing,sequential,pass,10,0.0022165477275848,0.0022165477275848,4,False
137,natPar4.timing,sequential,pass,10,0.0022742897272109,0.0022742897272109,4,False
138,natPar4.timing,sequential,pass,10,0.0022556632757186,0.0022556632757186,4,False
139,natPar4.timing,sequential,pass,10,0.0022388994693756,0.0022388994693756,4,False
140,natPar4.timing,sequential,pass,100,0.0042691826820373,0.0042691826820373,4,False
141,natPar4.timing,sequential,pass,100,0.0023562461137771,0.0023562461137771,4,False
142,natPar4.timing,sequential,pass,100,0.0024382025003433,0.0024382025003433,4,False
143,natPar4.timing,sequential,pass,100,0.0022090971469879,0.0022090971469879,4,False
144,natPar4.timing,sequential,pass,100,0.0021662563085556,0.0021662563085556,4,False
145,natPar4.timing,sequential,pass,100,0.0023320317268371,0.0023320317268371,4,False
146,natPar4.timing,sequential,pass,100,0.0025015324354171,0.0025015324354171,4,False
147,natPar4.timing,sequential,pass,100,0.0022314488887786,0.0022314488887786,4,False
148,natPar4.timing,sequential,pass,100,0.0022705644369125,0.0022705644369125,4,False
149,natPar4.timing,sequential,pass,100,0.0024829059839248,0.0024829059839248,4,False
150,natPar4.timing,sequential,pass,1000,0.0041108578443527,0.0041108578443527,4,False
151,natPar4.timing,sequential,pass,1000,0.002492219209671,0.002492219209671,4,False
152,natPar4.timing,sequential,pass,1000,0.002298504114151,0.002298504114151,4,False
153,natPar4.timing,sequential,pass,1000,0.0022649765014648,0.0022649765014648,4,False
154,natPar4.timing,sequential,pass,1000,0.0022724270820617,0.0022724270820617,4,False
155,natPar4.timing,sequential,pass,1000,0.0022687017917633,0.0022687017917633,4,False
156,natPar4.timing,sequential,pass,1000,0.0022538006305694,0.0022538006305694,4,False
157,natPar4.timing,sequential,pass,1000,0.0022929161787033,0.0022929161787033,4,False
158,natPar4.timing,sequential,pass,1000,0.0021886080503463,0.0021886080503463,4,False
159,natPar4.timing,sequential,pass,1000,0.0023692846298217,0.0023692846298217,4,False
160,natPar4.timing,compiled,lists,1,24.136988446116447,24.136988446116447,4,False
161,natPar4.timing,compiled,lists,1,18.28360743820668,18.28360743820668,4,False
162,natPar4.timing,compiled,lists,1,21.25963196158409,21.25963196158409,4,False
163,natPar4.timing,compiled,lists,1,16.957009211182594,16.957009211182594,4,False
164,natPar4.timing,compiled,lists,1,19.85249854624272,19.85249854624272,4,False
165,natPar4.timing,compiled,lists,1,21.253354847431183,21.253354847431183,4,False
166,natPar4.timing,compiled,lists,1,13.815473765134811,13.815473765134811,4,False
167,natPar4.timing,compiled,lists,1,17.52009056508541,17.52009056508541,4,False
168,natPar4.timing,compiled,lists,1,21.76070585846901,21.76070585846901,4,False
169,natPar4.timing,compiled,lists,1,22.811777889728543,22.811777889728543,4,False
170,natPar4.timing,compiled,lists,10,48.95895719528198,48.95895719528198,4,False
171,natPar4.timing,compiled,lists,10,41.7923666536808,41.7923666536808,4,False
172,natPar4.timing,compiled,lists,10,41.12884402275085,41.12884402275085,4,False
173,natPar4.timing,compiled,lists,10,46.3001299649477,46.3001299649477,4,False
174,natPar4.timing,compiled,lists,10,37.95604407787323,37.95604407787323,4,False
175,natPar4.timing,compiled,lists,10,40.17614386975765,40.17614386975765,4,False
176,natPar4.timing,compiled,lists,10,48.90890792012215,48.90890792012215,4,False
177,natPar4.timing,compiled,lists,10,39.48300704360008,39.48300704360008,4,False
178,natPar4.timing,compiled,lists,10,42.25564934313297,42.25564934313297,4,False
179,natPar4.timing,compiled,lists,10,40.81236943602562,40.81236943602562,4,False
180,natPar4.timing,compiled,lists,100,276.9488003104925,276.9488003104925,4,False
181,natPar4.timing,compiled,lists,100,318.2483799755573,318.2483799755573,4,False
182,natPar4.timing,compiled,lists,100,235.8127199113369,235.8127199113369,4,False
183,natPar4.timing,compiled,lists,100,236.65516264736647,236.65516264736647,4,False
184,natPar4.timing,compiled,lists,100,341.539753600955,341.539753600955,4,False
185,natPar4.timing,compiled,lists,100,288.2551793009043,288.2551793009043,4,False
186,natPar4.timing,compiled,lists,100,407.2252549231053,407.2252549231053,4,False
187,natPar4.timing,compiled,lists,100,243.80286410450933,243.80286410450933,4,False
188,natPar4.timing,compiled,lists,100,237.6459315419197,237.6459315419197,4,False
189,natPar4.timing,compiled,lists,100,239.2781097441912,239.2781097441912,4,False
190,natPar4.timing,compiled,lists,1000,2449.9221108853817,2449.9221108853817,4,False
191,natPar4.timing,compiled,lists,1000,2430.453112348914,2430.453112348914,4,False
192,natPar4.timing,compiled,lists,1000,2460.404360666871,2460.404360666871,4,False
193,natPar4.timing,compiled,lists,1000,2473.9646203815937,2473.9646203815937,4,False
194,natPar4.timing,compiled,lists,1000,2384.5010343939066,2384.5010343939066,4,False
195,natPar4.timing,compiled,lists,1000,2364.22223970294,2364.22223970294,4,False
196,natPar4.timing,compiled,lists,1000,2304.318817332387,2304.318817332387,4,False
197,natPar4.timing,compiled,lists,1000,2449.187280610204,2449.187280610204,4,False
198,natPar4.timing,compiled,lists,1000,2420.309429988265,2420.309429988265,4,False
199,natPar4.timing,compiled,lists,1000,2606.7156586796045,2606.7156586796045,4,False
200,natPar4.timing,compiled,list_sum,1,20.66061645746231,20.66061645746231,4,False
201,natPar4.timing,compiled,list_sum,1,16.709189862012863,16.709189862012863,4,False
202,natPar4.timing,compiled,list_sum,1,17.420828342437744,17.420828342437744,4,False
203,natPar4.timing,compiled,list_sum,1,16.59095659852028,16.59095659852028,4,False
204,natPar4.timing,compiled,list_sum,1,16.21837355196476,16.21837355196476,4,False
205,natPar4.timing,compiled,list_sum,1,15.988560393452644,15.988560393452644,4,False
206,natPar4.timing,compiled,list_sum,1,14.63252492249012,14.63252492249012,4,False
207,natPar4.timing,compiled,list_sum,1,18.813151866197583,18.813151866197583,4,False
208,natPar4.timing,compiled,list_sum,1,18.7661312520504,18.7661312520504,4,False
209,natPar4.timing,compiled,list_sum,1,19.188018515706062,19.188018515706062,4,False
210,natPar4.timing,compiled,list_sum,10,36.5311186760664,36.5311186760664,4,False
211,natPar4.timing,compiled,list_sum,10,34.34037044644356,34.34037044644356,4,False
212,natPar4.timing,compiled,list_sum,10,34.31404009461403,34.31404009461403,4,False
213,natPar4.timing,compiled,list_sum,10,39.12309184670448,39.12309184670448,4,False
214,natPar4.timing,compiled,list_sum,10,34.08898040652275,34.08898040652275,4,False
215,natPar4.timing,compiled,list_sum,10,35.66192463040352,35.66192463040352,4,False
216,natPar4.timing,compiled,list_sum,10,39.99157622456551,39.99157622456551,4,False
217,natPar4.timing,compiled,list_sum,10,36.67430393397808,36.67430393397808,4,False
218,natPar4.timing,compiled,list_sum,10,36.81412152945995,36.81412152945995,4,False
219,natPar4.timing,compiled,list_sum,10,36.162273958325386,36.162273958325386,4,False
220,natPar4.timing,compiled,list_sum,100,211.7022592574358,211.7022592574358,4,False
221,natPar4.timing,compiled,list_sum,100,297.7021224796772,297.7021224796772,4,False
222,natPar4.timing,compiled,list_sum,100,217.9559506475925,217.9559506475925,4,False
223,natPar4.timing,compiled,list_sum,100,373.3081091195345,373.3081091195345,4,False
224,natPar4.timing,compiled,list_sum,100,281.63944743573666,281.63944743573666,4,False
225,natPar4.timing,compiled,list_sum,100,227.01825946569443,227.01825946569443,4,False
226,natPar4.timing,compiled,list_sum,100,268.19403283298016,268.19403283298016,4,False
227,natPar4.timing,compiled,list_sum,100,230.16392067074776,230.16392067074776,4,False
228,natPar4.timing,compiled,list_sum,100,277.91477739810944,277.91477739810944,4,False
229,natPar4.timing,compiled,list_sum,100,217.8985625505448,217.8985625505448,4,False
230,natPar4.timing,compiled,list_sum,1000,2145.95328271389,2145.95328271389,4,False
231,natPar4.timing,compiled,list_sum,1000,2004.5653004199264,2004.5653004199264,4,False
232,natPar4.timing,compiled,list_sum,1000,1973.2596166431904,1973.2596166431904,4,False
233,natPar4.timing,compiled,list_sum,1000,2341.88174828887,2341.88174828887,4,False
234,natPar4.timing,compiled,list_sum,1000,2249.385755509138,2249.385755509138,4,False
235,natPar4.timing,compiled,list_sum,1000,2191.8332520872355,2191.8332520872355,4,False
236,natPar4.timing,compiled,list_sum,1000,1955.4905127733944,1955.4905127733944,4,False
237,natPar4.timing,compiled,list_sum,1000,2206.066571176052,2206.066571176052,4,False
238,natPar4.timing,compiled,list_sum,1000,2021.126976236701,2021.126976236701,4,False
239,natPar4.timing,compiled,list_sum,1000,2009.0911723673344,2009.0911723673344,4,False
240,natPar4.timing,compiled,list_io,1,14.354363083839417,14.354363083839417,4,False
241,natPar4.timing,compiled,list_io,1,19.67446878552437,19.67446878552437,4,False
242,natPar4.timing,compiled,list_io,1,18.57462339103222,18.57462339103222,4,False
243,natPar4.timing,compiled,list_io,1,19.88827995955944,19.88827995955944,4,False
244,natPar4.timing,compiled,list_io,1,14.762373641133308,14.762373641133308,4,False
245,natPar4.timing,compiled,list_io,1,15.462499111890793,15.462499111890793,4,False
246,natPar4.timing,compiled,list_io,1,23.49863387644291,23.49863387644291,4,False
247,natPar4.timing,compiled,list_io,1,22.50005304813385,22.50005304813385,4,False
248,natPar4.timing,compiled,list_io,1,23.448804393410683,23.448804393410683,4,False
249,natPar4.timing,compiled,list_io,1,20.33118717372417,20.33118717372417,4,False
250,natPar4.timing,compiled,list_io,10,33.19930285215378,33.19930285215378,4,False
251,natPar4.timing,compiled,list_io,10,30.432697385549545,30.432697385549545,4,False
252,natPar4.timing,compiled,list_io,10,29.292570427060127,29.292570427060127,4,False
253,natPar4.timing,compiled,list_io,10,29.630137607455254,29.630137607455254,4,False
254,natPar4.timing,compiled,list_io,10,32.51626528799534,32.51626528799534,4,False
255,natPar4.timing,compiled,list_io,10,31.80142492055893,31.80142492055893,4,False
256,natPar4.timing,compiled,list_io,10,34.43877212703228,34.43877212703228,4,False
257,natPar4.timing,compiled,list_io,10,35.748399794101715,35.748399794101715,4,False
258,natPar4.timing,compiled,list_io,10,34.13743898272514,34.13743898272514,4,False
259,natPar4.timing,compiled,list_io,10,36.34573519229889,36.34573519229889,4,False
260,natPar4.timing,compiled,list_io,100,282.8982062637806,282.8982062637806,4,False
261,natPar4.timing,compiled,list_io,100,191.98119454085827,191.98119454085827,4,False
262,natPar4.timing,compiled,list_io,100,299.29266311228275,299.29266311228275,4,False
263,natPar4.timing,compiled,list_io,100,189.8936051875353,189.8936051875353,4,False
264,natPar4.timing,compiled,list_io,100,261.4350765943527,261.4350765943527,4,False
265,natPar4.timing,compiled,list_io,100,241.5960319340229,241.5960319340229,4,False
266,natPar4.timing,compiled,list_io,100,275.3081899136305,275.3081899136305,4,False
267,natPar4.timing,compiled,list_io,100,259.28447768092155,259.28447768092155,4,False
268,natPar4.timing,compiled,list_io,100,276.74977108836174,276.74977108836174,4,False
269,natPar4.timing,compiled,list_io,100,192.8624622523785,192.8624622523785,4,False
270,natPar4.timing,compiled,list_io,1000,1722.6982712745669,1722.6982712745669,4,False
271,natPar4.timing,compiled,list_io,1000,1720.0019545853138,1720.0019545853138,4,False
272,natPar4.timing,compiled,list_io,1000,1725.5669739097357,1725.5669739097357,4,False
273,natPar4.timing,compiled,list_io,1000,1523.1570675969124,1523.1570675969124,4,False
274,natPar4.timing,compiled,list_io,1000,1491.0041149705648,1491.0041149705648,4,False
275,natPar4.timing,compiled,list_io,1000,1483.308495953679,1483.308495953679,4,False
276,natPar4.timing,compiled,list_io,1000,1464.0621338039637,1464.0621338039637,4,False
277,natPar4.timing,compiled,list_io,1000,1717.5419703125954,1717.5419703125954,4,False
278,natPar4.timing,compiled,list_io,1000,1502.8162617236376,1502.8162617236376,4,False
279,natPar4.timing,compiled,list_io,1000,1733.1555224955082,1733.1555224955082,4,False
280,natPar4.timing,compiled,pass,1,16.430607065558434,16.430607065558434,4,False
281,natPar4.timing,compiled,pass,1,12.583419680595398,12.583419680595398,4,False
282,natPar4.timing,compiled,pass,1,13.84347677230835,13.84347677230835,4,False
283,natPar4.timing,compiled,pass,1,16.785282641649246,16.785282641649246,4,False
284,natPar4.timing,compiled,pass,1,13.955151662230492,13.955151662230492,4,False
285,natPar4.timing,compiled,pass,1,22.413676604628563,22.413676604628563,4,False
286,natPar4.timing,compiled,pass,1,19.584616646170616,19.584616646170616,4,False
287,natPar4.timing,compiled,pass,1,18.44772696495056,18.44772696495056,4,False
288,natPar4.timing,compiled,pass,1,17.36418716609478,17.36418716609478,4,False
289,natPar4.timing,compiled,pass,1,13.724781572818756,13.724781572818756,4,False
290,natPar4.timing,compiled,pass,10,20.92228084802628,20.92228084802628,4,False
291,natPar4.timing,compiled,pass,10,15.202855691313744,15.202855691313744,4,False
292,natPar4.timing,compiled,pass,10,22.572919726371765,22.572919726371765,4,False
293,natPar4.timing,compiled,pass,10,19.322268664836884,19.322268664836884,4,False
294,natPar4.timing,compiled,pass,10,21.36744186282158,21.36744186282158,4,False
295,natPar4.timing,compiled,pass,10,14.751574024558067,14.751574024558067,4,False
296,natPar4.timing,compiled,pass,10,18.987758085131645,18.987758085131645,4,False
297,natPar4.timing,compiled,pass,10,14.208979904651642,14.208979904651642,4,False
298,natPar4.timing,compiled,pass,10,20.45741491019725,20.45741491019725,4,False
299,natPar4.timing,compiled,pass,10,18.00365187227726,18.00365187227726,4,False
300,natPar4.timing,compiled,pass,100,21.43876813352108,21.43876813352108,4,False
301,natPar4.timing,compiled,pass,100,13.227583840489388,13.227583840489388,4,False
302,natPar4.timing,compiled,pass,100,18.53973977267742,18.53973977267742,4,False
303,natPar4.timing,compiled,pass,100,16.147136688232422,16.147136688232422,4,False
304,natPar4.timing,compiled,pass,100,18.62295903265476,18.62295903265476,4,False
305,natPar4.timing,compiled,pass,100,18.102388828992844,18.102388828992844,4,False
306,natPar4.timing,compiled,pass,100,15.301072970032692,15.301072970032692,4,False
307,natPar4.timing,compiled,pass,100,19.631050527095795,19.631050527095795,4,False
308,natPar4.timing,compiled,pass,100,15.32491110265255,15.32491110265255,4,False
309,natPar4.timing,compiled,pass,100,18.55369471013546,18.55369471013546,4,False
310,natPar4.timing,compiled,pass,1000,19.62145790457725,19.62145790457725,4,False
311,natPar4.timing,compiled,pass,1000,17.58686825633049,17.58686825633049,4,False
312,natPar4.timing,compiled,pass,1000,15.77996462583542,15.77996462583542,4,False
313,natPar4.timing,compiled,pass,1000,19.56230029463768,19.56230029463768,4,False
314,natPar4.timing,compiled,pass,1000,15.345364809036257,15.345364809036257,4,False
315,natPar4.timing,compiled,pass,1000,23.124177008867264,23.124177008867264,4,False
316,natPar4.timing,compiled,pass,1000,19.42891627550125,19.42891627550125,4,False
317,natPar4.timing,compiled,pass,1000,22.885428741574287,22.885428741574287,4,False
318,natPar4.timing,compiled,pass,1000,20.018845796585083,20.018845796585083,4,False
319,natPar4.timing,compiled,pass,1000,15.45620709657669,15.45620709657669,4,False
320,natPar4.timing,threaded,lists,1,16.92374423146248,16.92374423146248,4,False
321,natPar4.timing,threaded,lists,1,16.25804416835308,16.25804416835308,4,False
322,natPar4.timing,threaded,lists,1,15.857035294175148,15.857035294175148,4,False
323,natPar4.timing,threaded,lists,1,16.342520713806152,16.342520713806152,4,False
324,natPar4.timing,threaded,lists,1,15.804091468453407,15.804091468453407,4,False
325,natPar4.timing,threaded,lists,1,16.2353552877903,16.2353552877903,4,False
326,natPar4.timing,threaded,lists,1,13.494867831468582,13.494867831468582,4,False
327,natPar4.timing,threaded,lists,1,15.820609405636787,15.820609405636787,4,False
328,natPar4.timing,threaded,lists,1,16.07268862426281,16.07268862426281,4,False
329,natPar4.timing,threaded,lists,1,15.994548797607422,15.994548797607422,4,False
330,natPar4.timing,threaded,lists,10,122.31943383812904,122.31943383812904,4,False
331,natPar4.timing,threaded,lists,10,135.32457500696182,135.32457500696182,4,False
332,natPar4.timing,threaded,lists,10,130.19467145204544,130.19467145204544,4,False
333,natPar4.timing,threaded,lists,10,118.61547455191612,118.61547455191612,4,False
334,natPar4.timing,threaded,lists,10,115.18602259457111,115.18602259457111,4,False
335,natPar4.timing,threaded,lists,10,124.68160316348076,124.68160316348076,4,False
336,natPar4.timing,threaded,lists,10,124.99161064624786,124.99161064624786,4,False
337,natPar4.timing,threaded,lists,10,127.77654081583024,127.77654081583024,4,False
338,natPar4.timing,threaded,lists,10,125.82412548363207,125.82412548363207,4,False
339,natPar4.timing,threaded,lists,10,111.0621839761734,111.0621839761734,4,False
340,natPar4.timing,threaded,lists,100,1175.2485558390615,1175.2485558390615,4,False
341,natPar4.timing,threaded,lists,100,1164.3361635506153,1164.3361635506153,4,False
342,natPar4.timing,threaded,lists,100,1099.336318671703,1099.336318671703,4,False
343,natPar4.timing,threaded,lists,100,1160.866679623723,1160.866679623723,4,False
344,natPar4.timing,threaded,lists,100,1206.452572718263,1206.452572718263,4,False
345,natPar4.timing,threaded,lists,100,1107.1351040154696,1107.1351040154696,4,False
