,scenario,version,library,input,time,time in ms,# loops
191,pipeline3,sequential,list_io,10,41.48872755467892,41.48872755467892,10
192,pipeline3,sequential,list_io,10,41.46240837872028,41.46240837872028,10
193,pipeline3,sequential,list_io,10,42.20716655254364,42.20716655254364,10
194,pipeline3,sequential,list_io,10,41.44294001162052,41.44294001162052,10
195,pipeline3,sequential,list_io,10,41.47208668291569,41.47208668291569,10
196,pipeline3,sequential,list_io,10,41.86316393315792,41.86316393315792,10
197,pipeline3,sequential,list_io,10,41.97912663221359,41.97912663221359,10
198,pipeline3,sequential,list_io,10,41.45480506122112,41.45480506122112,10
199,pipeline3,sequential,list_io,10,41.843777522444725,41.843777522444725,10
200,pipeline3,sequential,list_io,100,415.57054594159126,415.57054594159126,100
201,pipeline3,sequential,list_io,100,416.40735045075417,416.40735045075417,100
202,pipeline3,sequential,list_io,100,416.7878832668066,416.7878832668066,100
203,pipeline3,sequential,list_io,100,464.2071891576052,464.2071891576052,100
204,pipeline3,sequential,list_io,100,416.6325125843287,416.6325125843287,100
205,pipeline3,sequential,list_io,100,415.78750126063824,415.78750126063824,100
206,pipeline3,sequential,list_io,100,415.9983806312084,415.9983806312084,100
207,pipeline3,sequential,list_io,100,416.3218196481466,416.3218196481466,100
208,pipeline3,sequential,list_io,100,416.4362978190184,416.4362978190184,100
209,pipeline3,sequential,list_io,100,416.4703451097012,416.4703451097012,100
210,pipeline3,sequential,list_io,100,416.924063116312,416.924063116312,100
211,pipeline3,sequential,list_io,100,416.540464386344,416.540464386344,100
212,pipeline3,sequential,list_io,100,416.7116042226553,416.7116042226553,100
213,pipeline3,sequential,list_io,100,416.0458464175463,416.0458464175463,100
214,pipeline3,sequential,list_io,100,416.3898639380932,416.3898639380932,100
215,pipeline3,sequential,list_io,100,415.4658522456885,415.4658522456885,100
216,pipeline3,sequential,list_io,100,416.9330317527056,416.9330317527056,100
217,pipeline3,sequential,list_io,100,416.0322193056345,416.0322193056345,100
218,pipeline3,sequential,list_io,100,416.198268532753,416.198268532753,100
219,pipeline3,sequential,list_io,100,415.65881855785847,415.65881855785847,100
220,pipeline3,sequential,list_io,1000,4207.91844278574,4207.91844278574,1000
221,pipeline3,sequential,list_io,1000,4163.978185504675,4163.978185504675,1000
222,pipeline3,sequential,list_io,1000,4209.600968286395,4209.600968286395,1000
223,pipeline3,sequential,list_io,1000,4164.997614920139,4164.997614920139,1000
224,pipeline3,sequential,list_io,1000,4210.050432011485,4210.050432011485,1000
225,pipeline3,sequential,list_io,1000,4163.848208263516,4163.848208263516,1000
226,pipeline3,sequential,list_io,1000,4427.1607510745525,4427.1607510745525,1000
227,pipeline3,sequential,list_io,1000,4479.714831337333,4479.714831337333,1000
228,pipeline3,sequential,list_io,1000,4474.082984030247,4474.082984030247,1000
229,pipeline3,sequential,list_io,1000,4474.284956231713,4474.284956231713,1000
230,pipeline3,sequential,list_io,1000,4221.655756235123,4221.655756235123,1000
231,pipeline3,sequential,list_io,1000,4169.104903936386,4169.104903936386,1000
232,pipeline3,sequential,list_io,1000,4213.021565228701,4213.021565228701,1000
233,pipeline3,sequential,list_io,1000,4164.603292942047,4164.603292942047,1000
234,pipeline3,sequential,list_io,1000,4239.294731989503,4239.294731989503,1000
235,pipeline3,sequential,list_io,1000,4165.057901293039,4165.057901293039,1000
236,pipeline3,sequential,list_io,1000,4474.965091794729,4474.965091794729,1000
237,pipeline3,sequential,list_io,1000,4177.001409232616,4177.001409232616,1000
238,pipeline3,sequential,list_io,1000,4245.639801025391,4245.639801025391,1000
239,pipeline3,sequential,list_io,1000,4191.952178254724,4191.952178254724,1000
240,pipeline3,sequential,pass,1,0.007573515176773,0.007573515176773,1
241,pipeline3,sequential,pass,1,0.0016931444406509,0.0016931444406509,1
242,pipeline3,sequential,pass,1,0.001339241862297,0.001339241862297,1
243,pipeline3,sequential,pass,1,0.0012628734111785,0.0012628734111785,1
244,pipeline3,sequential,pass,1,0.0013317912817001,0.0013317912817001,1
245,pipeline3,sequential,pass,1,0.0013280659914016,0.0013280659914016,1
246,pipeline3,sequential,pass,1,0.0012330710887908,0.0012330710887908,1
247,pipeline3,sequential,pass,1,0.0012405216693878,0.0012405216693878,1
248,pipeline3,sequential,pass,1,0.0012647360563278,0.0012647360563278,1
249,pipeline3,sequential,pass,1,0.0013001263141632,0.0013001263141632,1
250,pipeline3,sequential,pass,1,0.0012330710887908,0.0012330710887908,1
251,pipeline3,sequential,pass,1,0.0013280659914016,0.0013280659914016,1
252,pipeline3,sequential,pass,1,0.0011920928955078,0.0011920928955078,1
253,pipeline3,sequential,pass,1,0.0012107193470001,0.0012107193470001,1
254,pipeline3,sequential,pass,1,0.0012218952178955,0.0012218952178955,1
255,pipeline3,sequential,pass,1,0.0012498348951339,0.0012498348951339,1
256,pipeline3,sequential,pass,1,0.0012386590242385,0.0012386590242385,1
257,pipeline3,sequential,pass,1,0.0012051314115524,0.0012051314115524,1
258,pipeline3,sequential,pass,1,0.0012107193470001,0.0012107193470001,1
259,pipeline3,sequential,pass,1,0.0012237578630447,0.0012237578630447,1
260,pipeline3,sequential,pass,10,0.0057257711887359,0.0057257711887359,10
261,pipeline3,sequential,pass,10,0.0045243650674819,0.0045243650674819,10
262,pipeline3,sequential,pass,10,0.0044424086809158,0.0044424086809158,10
263,pipeline3,sequential,pass,10,0.0042244791984558,0.0042244791984558,10
264,pipeline3,sequential,pass,10,0.0042561441659927,0.0042561441659927,10
265,pipeline3,sequential,pass,10,0.0042431056499481,0.0042431056499481,10
266,pipeline3,sequential,pass,10,0.0042095780372619,0.0042095780372619,10
267,pipeline3,sequential,pass,10,0.0041872262954711,0.0041872262954711,10
268,pipeline3,sequential,pass,10,0.0041164457798004,0.0041164457798004,10
269,pipeline3,sequential,pass,10,0.0042803585529327,0.0042803585529327,10
270,pipeline3,sequential,pass,10,0.0042803585529327,0.0042803585529327,10
271,pipeline3,sequential,pass,10,0.0041890889406204,0.0041890889406204,10
272,pipeline3,sequential,pass,10,0.0041853636503219,0.0041853636503219,10
273,pipeline3,sequential,pass,10,0.0041630119085311,0.0041630119085311,10
274,pipeline3,sequential,pass,10,0.0041760504245758,0.0041760504245758,10
275,pipeline3,sequential,pass,10,0.0041797757148742,0.0041797757148742,10
276,pipeline3,sequential,pass,10,0.0041760504245758,0.0041760504245758,10
277,pipeline3,sequential,pass,10,0.0042002648115158,0.0042002648115158,10
278,pipeline3,sequential,pass,10,0.0041630119085311,0.0041630119085311,10
279,pipeline3,sequential,pass,10,0.0041835010051727,0.0041835010051727,10
280,pipeline3,sequential,pass,100,0.035356730222702,0.035356730222702,100
281,pipeline3,sequential,pass,100,0.0333134084939956,0.0333134084939956,100
282,pipeline3,sequential,pass,100,0.0329203903675079,0.0329203903675079,100
283,pipeline3,sequential,pass,100,0.032888725399971,0.032888725399971,100
284,pipeline3,sequential,pass,100,0.045083463191986,0.045083463191986,100
285,pipeline3,sequential,pass,100,0.0318735837936401,0.0318735837936401,100
286,pipeline3,sequential,pass,100,0.0429917126893997,0.0429917126893997,100
287,pipeline3,sequential,pass,100,0.0306721776723861,0.0306721776723861,100
288,pipeline3,sequential,pass,100,0.0307708978652954,0.0307708978652954,100
289,pipeline3,sequential,pass,100,0.0308342278003692,0.0308342278003692,100
290,pipeline3,sequential,pass,100,0.03066286444664,0.03066286444664,100
291,pipeline3,sequential,pass,100,0.0305734574794769,0.0305734574794769,100
292,pipeline3,sequential,pass,100,0.0305641442537307,0.0305641442537307,100
293,pipeline3,sequential,pass,100,0.0304337590932846,0.0304337590932846,100
294,pipeline3,sequential,pass,100,0.0304598361253738,0.0304598361253738,100
295,pipeline3,sequential,pass,100,0.0305008143186569,0.0305008143186569,100
296,pipeline3,sequential,pass,100,0.0305883586406707,0.0305883586406707,100
297,pipeline3,sequential,pass,100,0.030510127544403,0.030510127544403,100
298,pipeline3,sequential,pass,100,0.0304263085126876,0.0304263085126876,100
299,pipeline3,sequential,pass,100,0.0303946435451507,0.0303946435451507,100
300,pipeline3,sequential,pass,1000,0.3498531877994537,0.3498531877994537,1000
301,pipeline3,sequential,pass,1000,0.3039930015802383,0.3039930015802383,1000
302,pipeline3,sequential,pass,1000,0.3025848418474197,0.3025848418474197,1000
303,pipeline3,sequential,pass,1000,0.3024637699127197,0.3024637699127197,1000
304,pipeline3,sequential,pass,1000,0.3029145300388336,0.3029145300388336,1000
305,pipeline3,sequential,pass,1000,0.3298763185739517,0.3298763185739517,1000
306,pipeline3,sequential,pass,1000,0.3103837370872497,0.3103837370872497,1000
307,pipeline3,sequential,pass,1000,0.3104601055383682,0.3104601055383682,1000
308,pipeline3,sequential,pass,1000,0.3095213323831558,0.3095213323831558,1000
309,pipeline3,sequential,pass,1000,0.310264527797699,0.310264527797699,1000
310,pipeline3,sequential,pass,1000,0.3066733479499817,0.3066733479499817,1000
311,pipeline3,sequential,pass,1000,0.3069080412387848,0.3069080412387848,1000
312,pipeline3,sequential,pass,1000,0.3057979047298431,0.3057979047298431,1000
313,pipeline3,sequential,pass,1000,0.3067124634981155,0.3067124634981155,1000
314,pipeline3,sequential,pass,1000,0.3056637942790985,0.3056637942790985,1000
315,pipeline3,sequential,pass,1000,0.3059040755033493,0.3059040755033493,1000
316,pipeline3,sequential,pass,1000,0.3059245645999908,0.3059245645999908,1000
317,pipeline3,sequential,pass,1000,0.3125220537185669,0.3125220537185669,1000
318,pipeline3,sequential,pass,1000,0.307837501168251,0.307837501168251,1000
319,pipeline3,sequential,pass,1000,0.3076996654272079,0.3076996654272079,1000
320,pipeline3,compiled,lists,1,30.275175347924232,30.275175347924232,1
321,pipeline3,compiled,lists,1,25.966588407754895,25.966588407754895,1
322,pipeline3,compiled,lists,1,20.690983161330223,20.690983161330223,1
323,pipeline3,compiled,lists,1,18.48771795630455,18.48771795630455,1
324,pipeline3,compiled,lists,1,19.99441906809807,19.99441906809807,1
325,pipeline3,compiled,lists,1,17.64427311718464,17.64427311718464,1
326,pipeline3,compiled,lists,1,17.670240253210068,17.670240253210068,1
327,pipeline3,compiled,lists,1,22.101322188973427,22.101322188973427,1
328,pipeline3,compiled,lists,1,20.47292143106461,20.47292143106461,1
329,pipeline3,compiled,lists,1,20.176127552986145,20.176127552986145,1
330,pipeline3,compiled,lists,1,24.740519002079964,24.740519002079964,1
331,pipeline3,compiled,lists,1,23.854324594140053,23.854324594140053,1
332,pipeline3,compiled,lists,1,19.08302679657936,19.08302679657936,1
333,pipeline3,compiled,lists,1,18.87899823486805,18.87899823486805,1
334,pipeline3,compiled,lists,1,22.874563932418823,22.874563932418823,1
335,pipeline3,compiled,lists,1,26.23453177511692,26.23453177511692,1
336,pipeline3,compiled,lists,1,21.65881171822548,21.65881171822548,1
337,pipeline3,compiled,lists,1,28.440801426768303,28.440801426768303,1
338,pipeline3,compiled,lists,1,25.329923257231712,25.329923257231712,1
339,pipeline3,compiled,lists,1,19.18666996061802,19.18666996061802,1
340,pipeline3,compiled,lists,10,40.48391804099083,40.48391804099083,10
341,pipeline3,compiled,lists,10,39.38309848308563,39.38309848308563,10
342,pipeline3,compiled,lists,10,44.40981149673462,44.40981149673462,10
343,pipeline3,compiled,lists,10,41.551318019628525,41.551318019628525,10
344,pipeline3,compiled,lists,10,39.2144862562418,39.2144862562418,10
345,pipeline3,compiled,lists,10,40.427977219223976,40.427977219223976,10
346,pipeline3,compiled,lists,10,35.83363816142082,35.83363816142082,10
347,pipeline3,compiled,lists,10,40.632033720612526,40.632033720612526,10
348,pipeline3,compiled,lists,10,37.90863603353501,37.90863603353501,10
349,pipeline3,compiled,lists,10,39.59849663078785,39.59849663078785,10
350,pipeline3,compiled,lists,10,41.294921189546585,41.294921189546585,10
351,pipeline3,compiled,lists,10,54.37855236232281,54.37855236232281,10
352,pipeline3,compiled,lists,10,44.28189992904663,44.28189992904663,10
353,pipeline3,compiled,lists,10,39.426056668162346,39.426056668162346,10
354,pipeline3,compiled,lists,10,36.23581305146217,36.23581305146217,10
355,pipeline3,compiled,lists,10,40.57059250772,40.57059250772,10
356,pipeline3,compiled,lists,10,40.5997708439827,40.5997708439827,10
357,pipeline3,compiled,lists,10,38.46698254346848,38.46698254346848,10
358,pipeline3,compiled,lists,10,39.282845333218575,39.282845333218575,10
359,pipeline3,compiled,lists,10,41.78754426538944,41.78754426538944,10
360,pipeline3,compiled,lists,100,241.6914254426956,241.6914254426956,100
361,pipeline3,compiled,lists,100,241.30196124315265,241.30196124315265,100
362,pipeline3,compiled,lists,100,250.08407980203629,250.08407980203629,100
363,pipeline3,compiled,lists,100,251.63906440138817,251.63906440138817,100
364,pipeline3,compiled,lists,100,248.54762479662892,248.54762479662892,100
365,pipeline3,compiled,lists,100,256.36288337409496,256.36288337409496,100
366,pipeline3,compiled,lists,100,257.9815797507763,257.9815797507763,100
367,pipeline3,compiled,lists,100,318.9335595816374,318.9335595816374,100
368,pipeline3,compiled,lists,100,218.27554516494277,218.27554516494277,100
369,pipeline3,compiled,lists,100,250.77633932232857,250.77633932232857,100
370,pipeline3,compiled,lists,100,280.0172120332718,280.0172120332718,100
371,pipeline3,compiled,lists,100,208.2337681204081,208.2337681204081,100
372,pipeline3,compiled,lists,100,267.78645999729633,267.78645999729633,100
373,pipeline3,compiled,lists,100,251.3579297810793,251.3579297810793,100
374,pipeline3,compiled,lists,100,215.7450560480356,215.7450560480356,100
375,pipeline3,compiled,lists,100,252.22941488027573,252.22941488027573,100
376,pipeline3,compiled,lists,100,267.0733500272036,267.0733500272036,100
377,pipeline3,compiled,lists,100,246.5074211359024,246.5074211359024,100
378,pipeline3,compiled,lists,100,323.2520967721939,323.2520967721939,100
379,pipeline3,compiled,lists,100,250.50414353609085,250.50414353609085,100
380,pipeline3,compiled,lists,1000,1924.096254631877,1924.096254631877,1000
381,pipeline3,compiled,lists,1000,2019.430572167039,2019.430572167039,1000
382,pipeline3,compiled,lists,1000,2219.964165240526,2219.964165240526,1000
